[[1]]
Markov Chain Monte Carlo (MCMC) output:
Start = 50275 
End = 60250 
Thinning interval = 25 
             beta[1]       beta[2]      beta[3]       beta[4]      beta[5]       beta[6] mulogsummer[1,1] mulogsummer[2,1] mulogsummer[1,2]
 [59,] -0.330012113 -0.057644658 -0.205091585 -0.0366741532 -2.802901e-01 -0.0308244639         34.39096         61.17405         45.44851
 [60,] -0.256480201 -0.139207060 -0.086521153 -0.2365571887 -2.345358e-01 -0.0180093159         37.09321         43.26733         52.02057
 [61,] -0.055264752 -0.133212191 -0.134748571  0.0083158619 -3.211561e-01 -0.1603215452         45.94458         52.78675         56.53995
 [62,] -0.178480004 -0.047998825 -0.824504473  0.5984814717 -7.413241e-02 -0.1578632960         38.64749         39.52756         49.57824
 [63,] -0.374388174  0.021273394 -0.667564801  0.3486538291 -2.042103e-01  0.0102731346         41.06638         53.11116         46.55001
 [64,]  0.515758891  0.084339004 -0.599257313  1.1414305079 -3.706600e-01 -0.0795764945         27.83972         54.60212         53.17931
 [65,] -0.177352527 -0.095155118 -0.908694544  0.7344423862 -1.650379e-01 -0.1369813114         32.99586         63.02975         46.65680
 [66,] -0.134456761 -0.076302637 -0.468687519  0.2741607478 -8.275690e-02 -0.2158935210         38.26119         47.89545         45.49080
 [67,] -0.092580770 -0.058495129 -0.556306341  0.4325280425 -2.386465e-01 -0.1073063207         43.97832         53.27022         47.98206
 [68,] -0.171311157 -0.029940796 -0.710294240  0.5002670212 -2.456955e-01 -0.0589256694         46.27643         68.76805         45.30217
 [69,] -0.043227091 -0.005010350 -0.733678064  0.6866222522 -1.879581e-01 -0.0547969854         31.61431         31.55302         40.23848
 [70,]  0.048264169 -0.002651409 -0.637600015  0.7271496973 -9.036197e-02 -0.1339232559         31.13507         51.20835         45.67249
 [71,] -0.111311644 -0.100220712 -0.377258608  0.2184827603 -2.463170e-01  0.0631560784         36.68970         38.46599         49.09942
 [72,]  0.085440919 -0.269085765 -0.290666119  0.1787704098 -1.988522e-01 -0.1747200173         34.53409         31.10634         51.50536
 [73,] -0.013618132 -0.038999145 -0.714328090  0.5776248608 -2.322957e-01 -0.0204228280         45.45596         58.47595         49.45193
 [74,] -0.210073427  0.108760486 -0.324867479  0.1322608807 -1.904979e-01 -0.0579214218         44.65989         53.33233         57.04709
 [75,] -0.274993648 -0.077745139 -0.405473249  0.0614377347 -1.792091e-01 -0.1116974730         39.07889         54.61392         42.68498
 [76,]  0.295740422 -0.119508724 -0.390197481  0.5645258739 -2.884791e-01 -0.0081725704         48.35299         47.11380         44.48188
       mulogsummer[2,2]  sd.index sigmalogsummer t.sd.index
  [1,]         52.21953 0.9363581       9.329570  1.6765832
  [2,]         53.02281 0.9865476       9.018055  1.1250459
  [3,]         42.15078 0.9255327       8.828545  1.5454524
  [4,]         64.65247 1.0014357      10.241560  0.7097579
  [5,]         53.16488 0.9548376       9.948411  1.3285667
  [6,]         50.56713 0.9407993       8.756074  0.5513956
  [7,]         65.25276 0.9091962      10.459127  1.9380322
  [8,]         48.92803 0.9141740      10.644493  1.1515695
  [9,]         73.14540 0.9568533      10.277377  1.4807461
 [10,]         59.43822 0.8930453      10.094558  1.2165452
 [11,]         65.40769 0.8529198      10.046341  0.9062110
 [12,]         49.35551 0.9344369      10.378663  0.7281264
 [13,]         51.50814 0.9704571       9.530536  1.1337025
 [14,]         62.19442 0.9726626       9.705690  1.5377565
 [15,]         51.46823 0.9945121       9.005134  1.7915331
 [16,]         57.45385 0.9606915       9.802811  0.7743933
 [17,]         44.00670 0.9260347       9.313723  1.1610722
 [18,]         63.51248 0.9852773       8.741511  0.7347224
 [19,]         42.05312 0.9140927       8.410197  1.1201730
 [20,]         50.19421 1.0167180      10.493705  1.7151463
 [21,]         32.57646 1.0216277       7.481266  0.4369379
 [22,]         63.17568 0.9498446       9.945414  1.2002262
 [23,]         60.21913 0.9214724       8.892668  1.6344635
 [24,]         59.15979 0.9044141       9.964389  1.6976122
 [25,]         61.87622 0.9154035       9.963483  0.8927604
 [26,]         40.74739 0.9191779       7.892973  0.4134796
 [27,]         39.67740 1.0630227       6.508256  0.7869956
 [28,]         61.97647 0.8842148      10.598577  0.3414750
 [29,]         56.12373 0.9310444       9.451266  1.8300765
 [30,]         43.70744 0.9540747       8.520526  1.3576616
 [31,]         61.43714 0.9421788      10.543317  0.6832105
 [32,]         51.04179 1.0649857       9.445850  1.9209734
