
Iterations = 70275:80250
Thinning interval = 25 
Number of chains = 3 
Sample size per chain = 400 

1. Empirical mean and standard deviation for each variable,
   plus standard error of the mean:

             Mean        SD  Naive SE Time-series SE
hr[145] 1.981e-04 1.981e-04 1.981e-04 1.981e-04 1.981e-04
hr[146] 9.160e-04 9.160e-04 9.160e-04 9.160e-04 9.160e-04
hr[147] 4.424e-03 4.424e-03 4.424e-03 4.424e-03 4.424e-03
hr[148] 7.859e-05 7.859e-05 7.859e-05 7.859e-05 7.859e-05
hr[149] 6.197e-05 6.242e-05 6.298e-05 6.382e-05 6.436e-05
hr[150] 2.204e-04 2.211e-04 2.270e-04 2.434e-04 2.495e-04
hr[151] 1.810e-04 1.825e-04 1.837e-04 1.860e-04 1.878e-04
hr[152] 9.073e-05 9.233e-05 9.443e-05 1.012e-04 1.046e-04
hr[153] 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
hr[154] 7.128e-03 7.128e-03 7.128e-03 7.128e-03 7.128e-03
hr[155] 3.265e-03 3.265e-03 3.265e-03 3.265e-03 3.265e-03
hr[156] 5.169e-03 5.169e-03 5.169e-03 5.169e-03 5.169e-03
hr[157] 5.000e-03 5.000e-03 5.000e-03 5.000e-03 5.000e-03
hr[158] 2.362e-03 2.362e-03 2.362e-03 2.362e-03 2.362e-03
hr[159] 9.939e-03 9.939e-03 9.939e-03 9.939e-03 9.939e-03
hr[160] 1.163e-03 1.163e-03 1.163e-03 1.163e-03 1.163e-03
hr[161] 3.452e-03 3.452e-03 3.452e-03 3.452e-03 3.452e-03
hr[162] 1.292e-03 1.292e-03 1.292e-03 1.292e-03 1.292e-03
hr[163] 1.981e-04 1.981e-04 1.981e-04 1.981e-04 1.981e-04
hr[164] 9.160e-04 9.160e-04 9.160e-04 9.160e-04 9.160e-04
hr[165] 4.424e-03 4.424e-03 4.424e-03 4.424e-03 4.424e-03
hr[166] 7.859e-05 7.859e-05 7.859e-05 7.859e-05 7.859e-05
hr[167] 5.780e-05 5.857e-05 6.023e-05 6.859e-05 7.080e-05
hr[168] 2.198e-04 2.212e-04 2.276e-04 2.283e-04 2.292e-04
hr[169] 1.807e-04 1.865e-04 1.935e-04 1.960e-04 1.981e-04
hr[170] 9.026e-05 9.199e-05 9.453e-05 9.537e-05 9.682e-05
hr[171] 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
hr[172] 6.363e-05 6.363e-05 6.363e-05 6.363e-05 6.363e-05
hr[173] 1.870e-04 1.870e-04 1.870e-04 1.870e-04 1.870e-04
hr[174] 2.078e-05 2.078e-05 2.078e-05 2.078e-05 2.078e-05
hr[175] 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
hr[176] 1.653e-02 1.653e-02 1.653e-02 1.653e-02 1.653e-02
hr[177] 5.742e-03 5.742e-03 5.742e-03 5.742e-03 5.742e-03
hr[178] 3.970e-05 3.989e-05 4.072e-05 4.409e-05 4.508e-05
hr[179] 3.651e-04 3.693e-04 3.797e-04 3.813e-04 3.875e-04
hr[180] 2.378e-03 2.378e-03 2.378e-03 2.378e-03 2.378e-03
hr[181] 7.128e-03 7.128e-03 7.128e-03 7.128e-03 7.128e-03
hr[182] 3.265e-03 3.265e-03 3.265e-03 3.265e-03 3.265e-03
hr[183] 5.169e-03 5.169e-03 5.169e-03 5.169e-03 5.169e-03
hr[184] 5.000e-03 5.000e-03 5.000e-03 5.000e-03 5.000e-03
hr[185] 2.362e-03 2.362e-03 2.362e-03 2.362e-03 2.362e-03
hr[186] 9.939e-03 9.939e-03 9.939e-03 9.939e-03 9.939e-03
hr[187] 1.163e-03 1.163e-03 1.163e-03 1.163e-03 1.163e-03
hr[188] 3.452e-03 3.452e-03 3.452e-03 3.452e-03 3.452e-03
hr[189] 1.292e-03 1.292e-03 1.292e-03 1.292e-03 1.292e-03
hr[190] 1.981e-04 1.981e-04 1.981e-04 1.981e-04 1.981e-04
hr[191] 9.160e-04 9.160e-04 9.160e-04 9.160e-04 9.160e-04
hr[192] 4.424e-03 4.424e-03 4.424e-03 4.424e-03 4.424e-03
hr[193] 7.859e-05 7.859e-05 7.859e-05 7.859e-05 7.859e-05
hr[194] 5.875e-05 5.902e-05 5.943e-05 6.515e-05 6.626e-05
hr[195] 2.132e-04 2.144e-04 2.157e-04 2.165e-04 2.187e-04
hr[196] 1.821e-04 1.834e-04 1.920e-04 2.044e-04 2.102e-04
hr[197] 9.040e-05 9.108e-05 9.305e-05 9.349e-05 9.423e-05
hr[198] 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
hr[199] 5.742e-03 5.742e-03 5.742e-03 5.742e-03 5.742e-03
hr[200] 4.031e-05 4.079e-05 4.320e-05 5.317e-05 5.468e-05
 [ reached 'max' / getOption("max.print") -- omitted 16 rows ]

