SPECIES_CODE,Source,AssignedSSMU,CalendarYear,Month,TotalCatch
KRI,C1,APEI,2012,2,35
KRI,C1,APEI,2012,3,20
KRI,C1,APEI,2012,4,4
KRI,C1,APEI,2012,10,13
KRI,C1,APEI,2013,2,10
KRI,C1,APEI,2013,3,252
KRI,C1,APEI,2013,12,676
KRI,C1,APEI,2015,1,835
KRI,C1,APEI,2015,2,3191
KRI,C1,APEI,2015,3,1629
KRI,C1,APPA,1980,12,217
KRI,C1,APPA,1981,1,36
KRI,C1,APPA,1981,3,6
KRI,C1,APPA,1981,11,401
KRI,C1,APPA,1981,12,718
KRI,C1,APPA,1982,1,210
KRI,C1,APPA,1982,2,454
KRI,C1,APPA,1982,3,17
KRI,C1,APPA,1982,10,39
KRI,C1,APPA,1982,11,52
KRI,C1,APPA,1983,2,42
KRI,C1,APPA,1983,11,1897
KRI,C1,APPA,1983,12,5312
KRI,C1,APPA,1984,1,852
KRI,C1,APPA,1984,2,543
KRI,C1,APPA,1984,3,483
KRI,C1,APPA,1984,12,20
KRI,C1,APPA,1985,1,94
KRI,C1,APPA,1985,2,61
KRI,C1,APPA,1985,11,1134
KRI,C1,APPA,1985,12,474
KRI,C1,APPA,1986,1,1529
KRI,C1,APPA,1986,2,69
KRI,C1,APPA,1986,3,12
KRI,C1,APPA,1986,4,50
KRI,C1,APPA,1986,11,124
KRI,C1,APPA,1986,12,319
KRI,C1,APPA,1987,1,2357
KRI,C1,APPA,1987,2,181
KRI,C1,APPA,1987,3,450
KRI,C1,APPA,1987,12,214
KRI,C1,APPA,1988,1,1541
KRI,C1,APPA,1988,2,11
KRI,C1,APPA,1988,3,125
KRI,C1,APPA,1988,12,687
KRI,C1,APPA,1989,1,4186
KRI,C1,APPA,1989,2,508
KRI,C1,APPA,1989,3,89
KRI,C1,APPA,1989,4,15
KRI,C1,APPA,1989,12,349
KRI,C1,APPA,1990,1,160
KRI,C1,APPA,1990,2,169
KRI,C1,APPA,1990,3,52
KRI,C1,APPA,1990,4,344
KRI,C1,APPA,1990,12,105
KRI,C1,APPA,1991,1,485
KRI,C1,APPA,1991,2,85
KRI,C1,APPA,1991,10,220
KRI,C1,APPA,1991,11,3129
KRI,C1,APPA,1991,12,88
KRI,C1,APPA,1992,1,597
KRI,C1,APPA,1992,2,386
KRI,C1,APPA,1992,3,171
KRI,C1,APPA,1992,4,35
KRI,C1,APPA,1992,9,66
KRI,C1,APPA,1992,10,2662
KRI,C1,APPA,1992,11,1698
KRI,C1,APPA,1992,12,18
KRI,C1,APPA,1993,2,19
KRI,C1,APPA,1994,1,5
KRI,C1,APPA,1995,1,55
KRI,C1,APPA,1995,2,3316
KRI,C1,APPA,1995,3,113
KRI,C1,APPA,1995,10,831
KRI,C1,APPA,1995,11,1941
KRI,C1,APPA,1995,12,2237
KRI,C1,APPA,1996,1,525
KRI,C1,APPA,1996,2,37
KRI,C1,APPA,1996,3,651
KRI,C1,APPA,1996,10,1583
KRI,C1,APPA,1996,11,955
KRI,C1,APPA,1996,12,732
KRI,C1,APPA,1997,1,8
KRI,C1,APPA,1997,2,79
KRI,C1,APPA,1997,4,53
KRI,C1,APPA,1997,5,71
KRI,C1,APPA,1997,6,12
KRI,C1,APPA,1997,10,64
KRI,C1,APPA,1997,11,157
KRI,C1,APPA,1997,12,303
KRI,C1,APPA,1998,1,6
KRI,C1,APPA,1998,2,1217
KRI,C1,APPA,1998,3,792
KRI,C1,APPA,1998,4,40
KRI,C1,APPA,1998,5,930
KRI,C1,APPA,1998,10,540
KRI,C1,APPA,1998,11,82
KRI,C1,APPA,1999,8,260
KRI,C1,APPA,1999,9,42
KRI,C1,APPA,1999,10,913
KRI,C1,APPA,1999,11,1733
KRI,C1,APPA,2000,1,75
KRI,C1,APPA,2000,2,503
KRI,C1,APPA,2000,3,669
KRI,C1,APPA,2000,4,70
KRI,C1,APPA,2000,5,3
KRI,C1,APPA,2000,6,118
KRI,C1,APPA,2001,3,5
KRI,C1,APPA,2002,2,4
KRI,C1,APPA,2002,5,134
KRI,C1,APPA,2003,2,11
KRI,C1,APPA,2003,3,4
KRI,C1,APPA,2003,5,33
KRI,C1,APPA,2004,2,271
KRI,C1,APPA,2004,3,73
KRI,C1,APPA,2004,7,5
KRI,C1,APPA,2005,4,9
KRI,C1,APPA,2007,4,29
KRI,C1,APPA,2009,3,1036
KRI,C1,APPA,2009,4,464
KRI,C1,APPA,2010,1,67
KRI,C1,APPA,2010,12,392
KRI,C1,APPA,2012,1,9
KRI,C1,APPA,2012,4,1
KRI,C1,APPA,2013,1,66
KRI,C1,APPA,2013,2,17
KRI,C1,APPA,2013,12,113
KRI,C1,APW,1981,1,110
KRI,C1,APW,1981,11,85
KRI,C1,APW,1982,2,72
KRI,C1,APW,1983,11,9
KRI,C1,APW,1984,1,172
KRI,C1,APW,1984,2,46
KRI,C1,APW,1984,3,18
KRI,C1,APW,1984,12,1
KRI,C1,APW,1985,1,1
KRI,C1,APW,1985,11,76
KRI,C1,APW,1985,12,549
KRI,C1,APW,1986,1,918
KRI,C1,APW,1988,1,28
KRI,C1,APW,1988,12,33
KRI,C1,APW,1989,12,8
KRI,C1,APW,1991,1,1
KRI,C1,APW,1991,12,18
KRI,C1,APW,1993,1,3
KRI,C1,APW,1994,1,4
KRI,C1,APW,1998,2,111
KRI,C1,APW,1998,3,1122
KRI,C1,APW,1998,4,1051
KRI,C1,APW,1998,5,574
KRI,C1,APW,1999,1,1531
KRI,C1,APW,1999,2,1736
KRI,C1,APW,1999,3,358
KRI,C1,APW,1999,4,240
KRI,C1,APW,1999,5,3
KRI,C1,APW,2000,1,108
KRI,C1,APW,2000,12,46
KRI,C1,APW,2001,1,637
KRI,C1,APW,2002,5,3
KRI,C1,APW,2003,2,22
KRI,C1,APW,2003,3,17
KRI,C1,APW,2003,5,18
KRI,C1,APW,2004,2,241
KRI,C1,APW,2004,3,7
KRI,C1,APW,2006,3,40
KRI,C1,APW,2007,6,4
KRI,C1,APW,2010,2,47
KRI,C1,APW,2010,3,4774
KRI,C1,APW,2010,4,199
KRI,C1,APW,2010,5,979
KRI,C1,APW,2011,4,10
KRI,C1,APW,2012,4,4408
KRI,C1,APW,2012,5,7698
KRI,C1,APW,2012,6,4474
KRI,C1,APW,2012,7,395
KRI,C1,APW,2013,1,8185
KRI,C1,APW,2013,2,5291
KRI,C1,APW,2013,12,55
KRI,C1,APW,2014,1,2395
KRI,C1,APW,2014,2,3135
KRI,C1,APW,2014,3,1170
KRI,C1,APW,2014,12,267
KRI,C1,APW,2015,1,4697
KRI,C1,APW,2015,2,727
KRI,C1,APW,2015,3,265
KRI,C1,APW,2015,4,13051
KRI,C1,APW,2015,5,17463
KRI,C1,APW,2015,12,7558
KRI,C1,SGE,1980,5,170
KRI,C1,SGE,1980,6,342
KRI,C1,SGE,1981,3,6
KRI,C1,SGE,1981,4,246
KRI,C1,SGE,1981,5,506
KRI,C1,SGE,1981,6,379
KRI,C1,SGE,1985,6,9
KRI,C1,SGE,1987,7,39645
KRI,C1,SGE,1987,8,25101
KRI,C1,SGE,1987,9,16893
KRI,C1,SGE,1987,10,4516
KRI,C1,SGE,1988,4,16428
KRI,C1,SGE,1988,5,41025
KRI,C1,SGE,1988,6,47901
KRI,C1,SGE,1988,7,299
KRI,C1,SGE,1988,8,348
KRI,C1,SGE,1989,3,5822
KRI,C1,SGE,1989,4,29422
KRI,C1,SGE,1989,5,34001
KRI,C1,SGE,1989,6,29545
KRI,C1,SGE,1989,7,33564
KRI,C1,SGE,1989,8,16006
KRI,C1,SGE,1989,9,7755
KRI,C1,SGE,1989,10,701
KRI,C1,SGE,1989,11,112
KRI,C1,SGE,1989,12,2261
KRI,C1,SGE,1990,5,584
KRI,C1,SGE,1990,6,9841
KRI,C1,SGE,1990,7,35652
KRI,C1,SGE,1990,8,23288
KRI,C1,SGE,1990,9,17851
KRI,C1,SGE,1990,10,388
KRI,C1,SGE,1990,11,534
KRI,C1,SGE,1990,12,930
KRI,C1,SGE,1991,5,10899
KRI,C1,SGE,1991,6,26685
KRI,C1,SGE,1991,7,19277
KRI,C1,SGE,1991,8,12478
KRI,C1,SGE,1991,9,3802
KRI,C1,SGE,1991,10,38
KRI,C1,SGE,1992,4,7168
KRI,C1,SGE,1992,5,18938
KRI,C1,SGE,1992,6,19409
KRI,C1,SGE,1992,7,8048
KRI,C1,SGE,1992,8,786
KRI,C1,SGE,1993,4,674
KRI,C1,SGE,1993,5,1290
KRI,C1,SGE,1993,6,966
KRI,C1,SGE,1993,7,321
KRI,C1,SGE,1994,5,511
KRI,C1,SGE,1994,6,7023
KRI,C1,SGE,1994,7,8820
KRI,C1,SGE,1994,8,3551
KRI,C1,SGE,1995,6,20880
KRI,C1,SGE,1995,7,15802
KRI,C1,SGE,1995,8,3243
KRI,C1,SGE,1995,9,207
KRI,C1,SGE,1996,5,1586
KRI,C1,SGE,1996,6,8712
KRI,C1,SGE,1996,7,12221
KRI,C1,SGE,1996,8,2139
KRI,C1,SGE,1996,9,197
KRI,C1,SGE,1997,6,15022
KRI,C1,SGE,1997,7,11354
KRI,C1,SGE,1997,8,1
KRI,C1,SGE,1997,9,225
KRI,C1,SGE,1998,5,2383
KRI,C1,SGE,1998,6,9981
KRI,C1,SGE,1998,7,8016
KRI,C1,SGE,1998,8,1386
KRI,C1,SGE,1998,10,956
KRI,C1,SGE,2000,6,4661
KRI,C1,SGE,2000,7,5717
KRI,C1,SGE,2000,8,623
KRI,C1,SGE,2000,9,51
KRI,C1,SGE,2001,6,4719
KRI,C1,SGE,2001,7,10035
KRI,C1,SGE,2001,8,7390
KRI,C1,SGE,2001,9,2597
KRI,C1,SGE,2001,10,26
KRI,C1,SGE,2002,6,3634
KRI,C1,SGE,2002,7,17609
KRI,C1,SGE,2002,8,5932
KRI,C1,SGE,2002,9,1006
KRI,C1,SGE,2003,5,2160
KRI,C1,SGE,2003,6,22705
KRI,C1,SGE,2003,7,11599
KRI,C1,SGE,2003,8,12278
KRI,C1,SGE,2003,9,2669
KRI,C1,SGE,2004,1,14
KRI,C1,SGE,2004,5,3395
KRI,C1,SGE,2004,6,2438
KRI,C1,SGE,2004,7,3968
KRI,C1,SGE,2004,8,12466
KRI,C1,SGE,2004,9,542
KRI,C1,SGE,2005,5,5156
KRI,C1,SGE,2005,6,16815
KRI,C1,SGE,2005,7,16583
KRI,C1,SGE,2005,8,9577
KRI,C1,SGE,2006,6,1403
KRI,C1,SGE,2006,7,2942
KRI,C1,SGE,2006,8,2072
KRI,C1,SGE,2006,9,248
KRI,C1,SGE,2007,6,2075
KRI,C1,SGE,2007,7,11742
KRI,C1,SGE,2007,8,3650
KRI,C1,SGE,2008,6,323
KRI,C1,SGE,2008,7,17257
KRI,C1,SGE,2008,8,4772
KRI,C1,SGE,2009,8,0
KRI,C1,SGE,2010,5,6271
KRI,C1,SGE,2010,6,2563
KRI,C1,SGE,2011,6,13049
KRI,C1,SGE,2011,7,23154
KRI,C1,SGE,2011,8,15690
KRI,C1,SGE,2011,9,1238
KRI,C1,SGE,2012,6,7563
KRI,C1,SGE,2012,7,17030
KRI,C1,SGE,2012,8,19016
KRI,C1,SGE,2012,9,6609
KRI,C1,SGE,2013,6,2549
KRI,C1,SGE,2013,7,15023
KRI,C1,SGE,2013,8,7076
KRI,C1,SGE,2013,9,1166
KRI,C1,SGE,2013,10,2968
KRI,C1,SGE,2014,6,12696
KRI,C1,SGE,2014,7,27015
KRI,C1,SGE,2014,8,29611
KRI,C1,SGE,2014,9,5815
KRI,C1,SGE,2014,10,116
KRI,C1,SGE,2015,5,1
KRI,C1,SGE,2015,6,16101
KRI,C1,SGE,2015,7,15684
KRI,C1,SGE,2015,8,14983
KRI,C1,SGE,2015,9,7585
KRI,C1,SGPA,1980,5,46
KRI,C1,SGPA,1984,2,0
KRI,C1,SGPA,1988,7,62406
KRI,C1,SGPA,1988,8,37451
KRI,C1,SGPA,1988,9,5779
KRI,C1,SGPA,1988,12,192
KRI,C1,SGPA,1989,1,267
KRI,C1,SGPA,1989,2,900
KRI,C1,SGPA,1989,3,29
KRI,C1,SGPA,1989,4,20
KRI,C1,SGPA,1990,5,1011
KRI,C1,SGPA,1990,6,10222
KRI,C1,SGPA,1990,7,48
KRI,C1,SGPA,1990,8,1
KRI,C1,SGPA,1990,9,80
KRI,C1,SGPA,1991,5,17
KRI,C1,SGPA,1991,6,2
KRI,C1,SGPA,1991,7,467
KRI,C1,SGPA,1991,8,6708
KRI,C1,SGPA,1991,11,28
KRI,C1,SGPA,1992,5,216
KRI,C1,SGPA,1992,6,106
KRI,C1,SGPA,1992,7,892
KRI,C1,SGPA,1992,8,45
KRI,C1,SGPA,1992,9,61
KRI,C1,SGPA,1993,5,8
KRI,C1,SGPA,1993,7,108
KRI,C1,SGPA,1994,6,381
KRI,C1,SGPA,1995,6,72
KRI,C1,SGPA,1995,8,335
KRI,C1,SGPA,1996,6,38
KRI,C1,SGPA,1996,7,28
KRI,C1,SGPA,1998,7,287
KRI,C1,SGPA,1998,8,10
KRI,C1,SGPA,1998,10,14
KRI,C1,SGPA,2000,7,3189
KRI,C1,SGPA,2000,8,3189
KRI,C1,SGPA,2001,8,302
KRI,C1,SGPA,2001,9,103
KRI,C1,SGPA,2001,10,18
KRI,C1,SGPA,2002,7,42
KRI,C1,SGPA,2002,8,2328
KRI,C1,SGPA,2002,9,586
KRI,C1,SGPA,2003,6,100
KRI,C1,SGPA,2003,7,669
KRI,C1,SGPA,2003,8,13
KRI,C1,SGPA,2004,5,73
KRI,C1,SGPA,2004,6,66
KRI,C1,SGPA,2004,7,18
KRI,C1,SGPA,2004,9,36
KRI,C1,SGPA,2005,6,15
KRI,C1,SGPA,2005,7,7
KRI,C1,SGPA,2007,7,6
KRI,C1,SGPA,2007,8,30
KRI,C1,SGPA,2012,7,24
KRI,C1,SGPA,2012,8,3
KRI,C1,SGPA,2012,9,9
KRI,C1,SGPA,2012,10,104
KRI,C1,SGW,1981,6,137
KRI,C1,SGW,1983,7,52
KRI,C1,SGW,1983,8,238
KRI,C1,SGW,1984,2,0
KRI,C1,SGW,1985,4,1
KRI,C1,SGW,1988,2,14
KRI,C1,SGW,1988,3,10
KRI,C1,SGW,1990,5,0
KRI,C1,SGW,1990,7,4246
KRI,C1,SGW,1990,8,2668
KRI,C1,SGW,1990,9,738
KRI,C1,SGW,1991,5,2
KRI,C1,SGW,1991,6,48
KRI,C1,SGW,1991,7,4480
KRI,C1,SGW,1991,8,129
KRI,C1,SGW,1991,9,1105
KRI,C1,SGW,1991,10,804
KRI,C1,SGW,1992,6,1156
KRI,C1,SGW,1992,7,5951
KRI,C1,SGW,1992,8,6996
KRI,C1,SGW,1992,9,3460
KRI,C1,SGW,1993,6,1080
KRI,C1,SGW,1993,7,7827
KRI,C1,SGW,1993,8,1503
KRI,C1,SGW,1994,6,5
KRI,C1,SGW,1994,7,6
KRI,C1,SGW,1995,6,120
KRI,C1,SGW,1995,7,22
KRI,C1,SGW,1995,9,138
KRI,C1,SGW,1996,5,30
KRI,C1,SGW,1996,6,17
KRI,C1,SGW,1996,7,708
KRI,C1,SGW,1996,9,2188
KRI,C1,SGW,1997,6,32
KRI,C1,SGW,1997,8,23
KRI,C1,SGW,1997,9,50
KRI,C1,SGW,1998,6,26
KRI,C1,SGW,1998,7,1193
KRI,C1,SGW,1998,8,817
KRI,C1,SGW,1998,9,862
KRI,C1,SGW,1998,10,602
KRI,C1,SGW,2000,6,10
KRI,C1,SGW,2000,7,1889
KRI,C1,SGW,2000,8,17
KRI,C1,SGW,2001,6,642
KRI,C1,SGW,2001,7,1192
KRI,C1,SGW,2001,8,3850
KRI,C1,SGW,2001,9,3020
KRI,C1,SGW,2001,10,1836
KRI,C1,SGW,2002,8,2622
KRI,C1,SGW,2002,9,5783
KRI,C1,SGW,2002,10,371
KRI,C1,SGW,2003,7,5525
KRI,C1,SGW,2003,8,4291
KRI,C1,SGW,2003,9,4151
KRI,C1,SGW,2004,1,2
KRI,C1,SGW,2004,2,3
KRI,C1,SGW,2004,5,2210
KRI,C1,SGW,2004,6,22201
KRI,C1,SGW,2004,7,8454
KRI,C1,SGW,2004,9,259
KRI,C1,SGW,2004,12,0
KRI,C1,SGW,2005,1,0
KRI,C1,SGW,2005,5,149
KRI,C1,SGW,2005,6,137
KRI,C1,SGW,2005,7,7
KRI,C1,SGW,2005,8,15
KRI,C1,SGW,2006,1,0
KRI,C1,SGW,2006,2,0
KRI,C1,SGW,2006,7,3340
KRI,C1,SGW,2006,8,3434
KRI,C1,SGW,2006,9,1462
KRI,C1,SGW,2007,6,988
KRI,C1,SGW,2007,7,1232
KRI,C1,SGW,2007,8,1014
KRI,C1,SGW,2008,1,0
KRI,C1,SGW,2008,2,0
KRI,C1,SGW,2008,3,2
KRI,C1,SGW,2008,5,473
KRI,C1,SGW,2008,6,21610
KRI,C1,SGW,2008,7,4759
KRI,C1,SGW,2008,8,7083
KRI,C1,SGW,2008,9,1351
KRI,C1,SGW,2009,2,0
KRI,C1,SGW,2011,2,0
KRI,C1,SGW,2011,7,914
KRI,C1,SGW,2011,8,491
KRI,C1,SGW,2011,9,1265
KRI,C1,SGW,2012,7,365
KRI,C1,SGW,2012,8,1492
KRI,C1,SGW,2012,9,3333
KRI,C1,SGW,2012,10,867
KRI,C1,SGW,2013,7,2971
KRI,C1,SGW,2013,8,443
KRI,C1,SGW,2013,9,25
KRI,C1,SONE,1982,1,6
KRI,C1,SONE,1983,1,63
KRI,C1,SONE,1983,2,82
KRI,C1,SONE,1983,12,38
KRI,C1,SONE,1984,2,3699
KRI,C1,SONE,1984,4,13
KRI,C1,SONE,1984,12,294
KRI,C1,SONE,1985,1,2301
KRI,C1,SONE,1985,2,56
KRI,C1,SONE,1985,3,357
KRI,C1,SONE,1985,12,4
KRI,C1,SONE,1986,1,720
KRI,C1,SONE,1986,3,2449
KRI,C1,SONE,1986,4,156
KRI,C1,SONE,1986,12,193
KRI,C1,SONE,1987,1,491
KRI,C1,SONE,1987,12,51
KRI,C1,SONE,1988,2,4306
KRI,C1,SONE,1989,1,2
KRI,C1,SONE,1989,4,14
KRI,C1,SONE,1990,5,0
KRI,C1,SONE,1990,10,2405
KRI,C1,SONE,1990,11,10252
KRI,C1,SONE,1990,12,12616
KRI,C1,SONE,1991,5,294
KRI,C1,SONE,1991,11,151
KRI,C1,SONE,1991,12,1146
KRI,C1,SONE,1992,2,1021
KRI,C1,SONE,1992,3,509
KRI,C1,SONE,1992,4,152
KRI,C1,SONE,1992,5,85
KRI,C1,SONE,1993,2,50
KRI,C1,SONE,1993,4,4190
KRI,C1,SONE,1994,3,147
KRI,C1,SONE,1995,3,1273
KRI,C1,SONE,1995,12,3
KRI,C1,SONE,1996,12,91
KRI,C1,SONE,1998,2,2
KRI,C1,SONE,1998,3,302
KRI,C1,SONE,1999,5,3398
KRI,C1,SONE,1999,6,14
KRI,C1,SONE,1999,7,22
KRI,C1,SONE,2000,3,513
KRI,C1,SONE,2000,5,470
KRI,C1,SONE,2000,6,150
KRI,C1,SONE,2001,2,22
KRI,C1,SONE,2002,1,808
KRI,C1,SONE,2002,2,1174
KRI,C1,SONE,2002,3,956
KRI,C1,SONE,2002,6,4
KRI,C1,SONE,2003,2,48
KRI,C1,SONE,2003,3,11
KRI,C1,SONE,2004,1,133
KRI,C1,SONE,2004,4,10
KRI,C1,SONE,2004,5,649
KRI,C1,SONE,2005,1,947
KRI,C1,SONE,2005,2,78
KRI,C1,SONE,2005,3,534
KRI,C1,SONE,2005,4,213
KRI,C1,SONE,2005,5,262
KRI,C1,SONE,2006,2,19
KRI,C1,SONE,2006,3,199
KRI,C1,SONE,2007,2,264
KRI,C1,SONE,2007,3,798
KRI,C1,SONE,2007,5,1445
KRI,C1,SONE,2007,6,906
KRI,C1,SONE,2008,2,56
KRI,C1,SONE,2008,3,122
KRI,C1,SONE,2008,12,52
KRI,C1,SONE,2009,1,649
KRI,C1,SONE,2009,2,101
KRI,C1,SONE,2009,4,61
KRI,C1,SONE,2009,6,7
KRI,C1,SONE,2009,11,5
KRI,C1,SONE,2010,2,74
KRI,C1,SONE,2011,2,2395
KRI,C1,SONE,2011,3,1133
KRI,C1,SONE,2011,5,3
KRI,C1,SONE,2011,7,305
KRI,C1,SONE,2012,2,166
KRI,C1,SONE,2013,5,4
KRI,C1,SONE,2014,2,1673
KRI,C1,SONE,2014,3,852
KRI,C1,SONE,2015,2,2931
KRI,C1,SONE,2015,4,2
KRI,C1,SOPA,1981,1,0
KRI,C1,SOPA,1981,2,18
KRI,C1,SOPA,1982,1,188
KRI,C1,SOPA,1982,3,254
KRI,C1,SOPA,1982,5,0
KRI,C1,SOPA,1982,10,119
KRI,C1,SOPA,1982,11,825
KRI,C1,SOPA,1982,12,1692
KRI,C1,SOPA,1983,1,1957
KRI,C1,SOPA,1983,2,104
KRI,C1,SOPA,1983,12,10
KRI,C1,SOPA,1984,2,6
KRI,C1,SOPA,1984,3,13
KRI,C1,SOPA,1984,4,0
KRI,C1,SOPA,1984,12,9
KRI,C1,SOPA,1985,1,796
KRI,C1,SOPA,1985,2,35
KRI,C1,SOPA,1985,12,22
KRI,C1,SOPA,1986,1,67
KRI,C1,SOPA,1986,3,10
KRI,C1,SOPA,1986,12,558
KRI,C1,SOPA,1987,1,439
KRI,C1,SOPA,1987,2,30
KRI,C1,SOPA,1987,12,350
KRI,C1,SOPA,1988,1,401
KRI,C1,SOPA,1988,3,26
KRI,C1,SOPA,1988,10,553
KRI,C1,SOPA,1988,11,3394
KRI,C1,SOPA,1988,12,27513
KRI,C1,SOPA,1989,1,20434
KRI,C1,SOPA,1989,2,17719
KRI,C1,SOPA,1989,3,7383
KRI,C1,SOPA,1989,4,14
KRI,C1,SOPA,1990,1,8527
KRI,C1,SOPA,1990,2,16542
KRI,C1,SOPA,1990,3,25981
KRI,C1,SOPA,1990,4,30758
KRI,C1,SOPA,1990,12,4
KRI,C1,SOPA,1991,2,17
KRI,C1,SOPA,1991,3,40
KRI,C1,SOPA,1991,11,5034
KRI,C1,SOPA,1991,12,15650
KRI,C1,SOPA,1992,1,11054
KRI,C1,SOPA,1992,2,667
KRI,C1,SOPA,1992,3,8465
KRI,C1,SOPA,1992,4,92
KRI,C1,SOPA,1992,5,124
KRI,C1,SOPA,1992,12,72
KRI,C1,SOPA,1993,1,72
KRI,C1,SOPA,1993,4,449
KRI,C1,SOPA,1993,6,655
KRI,C1,SOPA,1994,4,4
KRI,C1,SOPA,1995,6,27
KRI,C1,SOPA,1995,12,0
KRI,C1,SOPA,1996,2,30
KRI,C1,SOPA,1996,5,10
KRI,C1,SOPA,1997,12,65
KRI,C1,SOPA,1998,1,184
KRI,C1,SOPA,1998,2,10
KRI,C1,SOPA,1998,7,270
KRI,C1,SOPA,1999,1,28
KRI,C1,SOPA,1999,3,303
KRI,C1,SOPA,1999,4,669
KRI,C1,SOPA,2000,1,4
KRI,C1,SOPA,2000,5,1868
KRI,C1,SOPA,2000,6,1280
KRI,C1,SOPA,2002,2,11
KRI,C1,SOPA,2002,4,42
KRI,C1,SOPA,2003,1,419
KRI,C1,SOPA,2003,2,35
KRI,C1,SOPA,2003,4,15
KRI,C1,SOPA,2003,5,78
KRI,C1,SOPA,2004,1,105
KRI,C1,SOPA,2004,2,1
KRI,C1,SOPA,2004,3,9
KRI,C1,SOPA,2004,5,45
KRI,C1,SOPA,2004,10,139
KRI,C1,SOPA,2005,5,52
KRI,C1,SOPA,2007,4,10
KRI,C1,SOPA,2009,1,116
KRI,C1,SOPA,2009,3,1518
KRI,C1,SOPA,2009,11,14
KRI,C1,SOPA,2010,1,183
KRI,C1,SOPA,2010,2,155
KRI,C1,SOPA,2010,10,941
KRI,C1,SOPA,2011,5,416
KRI,C1,SOPA,2011,6,75
KRI,C1,SOPA,2011,12,25
KRI,C1,SOPA,2012,3,17
KRI,C1,SOPA,2013,11,34
KRI,C1,SOPA,2015,4,8
KRI,C1,SOSE,1984,2,1
KRI,C1,SOSE,1984,4,1
KRI,C1,SOSE,1984,12,7
KRI,C1,SOSE,1988,3,19296
KRI,C1,SOSE,1991,5,202
KRI,C1,SOSE,1994,3,188
KRI,C1,SOSE,1994,4,12
KRI,C1,SOSE,1994,5,1104
KRI,C1,SOSE,1995,4,24
KRI,C1,SOSE,1999,5,3961
KRI,C1,SOSE,1999,6,4900
KRI,C1,SOSE,1999,7,3763
KRI,C1,SOSE,2000,3,46
KRI,C1,SOSE,2000,5,180
KRI,C1,SOSE,2000,6,1271
KRI,C1,SOSE,2001,2,2340
KRI,C1,SOSE,2001,3,1521
KRI,C1,SOSE,2002,2,774
KRI,C1,SOSE,2002,3,66
KRI,C1,SOSE,2002,4,23
KRI,C1,SOSE,2002,6,30
KRI,C1,SOSE,2003,2,48
KRI,C1,SOSE,2004,4,51
KRI,C1,SOSE,2005,3,70
KRI,C1,SOSE,2005,4,32
KRI,C1,SOSE,2006,3,7
KRI,C1,SOSE,2008,3,11
KRI,C1,SOSE,2010,2,218
KRI,C1,SOSE,2011,4,118
KRI,C1,SOSE,2011,5,78
KRI,C1,SOW,1982,1,21
KRI,C1,SOW,1982,4,30
KRI,C1,SOW,1982,5,49
KRI,C1,SOW,1982,10,5
KRI,C1,SOW,1983,1,191
KRI,C1,SOW,1983,2,590
KRI,C1,SOW,1983,12,125
KRI,C1,SOW,1984,2,6390
KRI,C1,SOW,1984,3,6
KRI,C1,SOW,1984,4,41
KRI,C1,SOW,1984,12,28
KRI,C1,SOW,1985,1,1373
KRI,C1,SOW,1985,2,6203
KRI,C1,SOW,1985,3,11028
KRI,C1,SOW,1985,4,266
KRI,C1,SOW,1985,12,5
KRI,C1,SOW,1986,1,101
KRI,C1,SOW,1986,3,10141
KRI,C1,SOW,1986,4,3295
KRI,C1,SOW,1986,10,669
KRI,C1,SOW,1986,11,1131
KRI,C1,SOW,1986,12,5858
KRI,C1,SOW,1987,1,4429
KRI,C1,SOW,1987,2,3209
KRI,C1,SOW,1987,3,2912
KRI,C1,SOW,1987,11,325
KRI,C1,SOW,1987,12,628
KRI,C1,SOW,1988,1,15704
KRI,C1,SOW,1988,2,10273
KRI,C1,SOW,1988,3,2129
KRI,C1,SOW,1988,4,40681
KRI,C1,SOW,1988,5,650
KRI,C1,SOW,1988,12,11
KRI,C1,SOW,1989,1,1746
KRI,C1,SOW,1989,2,2576
KRI,C1,SOW,1989,3,2782
KRI,C1,SOW,1989,4,178
KRI,C1,SOW,1989,10,538
KRI,C1,SOW,1989,11,9104
KRI,C1,SOW,1989,12,27776
KRI,C1,SOW,1990,1,10064
KRI,C1,SOW,1990,4,13005
KRI,C1,SOW,1990,5,57195
KRI,C1,SOW,1990,6,21027
KRI,C1,SOW,1990,12,2779
KRI,C1,SOW,1991,1,16619
KRI,C1,SOW,1991,2,27115
KRI,C1,SOW,1991,3,30452
KRI,C1,SOW,1991,4,47972
KRI,C1,SOW,1991,5,17921
KRI,C1,SOW,1991,11,169
KRI,C1,SOW,1991,12,4831
KRI,C1,SOW,1992,1,4385
KRI,C1,SOW,1992,2,11136
KRI,C1,SOW,1992,3,5767
KRI,C1,SOW,1992,4,15813
KRI,C1,SOW,1992,5,6571
KRI,C1,SOW,1992,12,57
KRI,C1,SOW,1993,1,946
KRI,C1,SOW,1993,2,729
KRI,C1,SOW,1993,3,743
KRI,C1,SOW,1993,4,247
KRI,C1,SOW,1993,5,1243
KRI,C1,SOW,1993,6,3218
KRI,C1,SOW,1994,3,3155
KRI,C1,SOW,1994,4,5697
KRI,C1,SOW,1994,5,8614
KRI,C1,SOW,1994,6,340
KRI,C1,SOW,1994,12,862
KRI,C1,SOW,1995,1,505
KRI,C1,SOW,1995,3,7233
KRI,C1,SOW,1995,4,10683
