"","x"
"1",0.2914795364909
"2",1.69878875439261
"3",1.65733036130517
"4",0.409308819841049
"5",0.57889104509029
"6",-0.557329444118863
"7",-0.549487128444821
"8",-1.01969001813634
"9",0.0178890281157147
"10",-1.11458437298266
"11",-0.590006070260335
"12",-0.190684284814996
"13",0.468704971478657
"14",0.480387700316518
"15",-0.648199361153212
"16",-0.392756286301664
"17",0.220871652956679
"18",0.465847234201377
"19",-0.862301915296569
"20",0.339699347220089
"21",-0.635887813198492
"22",0.534797157170276
"23",-1.59798652725421
"24",0.0189494933895433
"25",-2.20059112307462
"26",1.42229320444122
"27",0.792423506635617
"28",-0.966464346169054
"29",-0.417828942153515
"30",2.34613582031359
"31",1.28773256208161
"32",0.427912544618176
"33",0.597479829425057
"34",1.12484280185648
"35",0.264204451054191
"36",0.635087296526626
"37",-1.41562620373385
"38",-0.0787979497011321
"39",-2.65059919973219
"40",-0.206115075217507
"41",0.346775718179252
"42",-0.922512614987292
"43",1.09165695668403
"44",-0.123749639715755
"45",0.961644363958209
"46",0.38887754725054
"47",-0.0551183518707767
"48",0.278608769154148
"49",-1.58614073975761
"50",-0.366163066072194
"51",0.493259436938331
"52",-1.23840378874569
"53",0.478559862071081
"54",-0.201406038244149
"55",0.557138355944181
"56",-0.884515078314302
"57",-1.11396428042376
"58",-0.146086778557487
"59",-0.567544779325315
"60",-0.518863153491474
"61",-0.978448294127423
"62",0.469130442806309
"63",2.36653914152877
"64",1.4801737306402
"65",-0.195568778699291
"66",0.0354982071065262
"67",0.773005080982067
"68",-0.437783763136439
"69",0.931394844643134
"70",0.886970217988426
"71",-0.627241729752105
"72",0.0592083027730442
"73",-0.670270171505691
"74",1.0421989399847
"75",0.157266689481154
"76",-0.0390069325819776
"77",2.25724803455077
"78",0.0327227354297126
"79",-0.818056469433141
"80",-0.228610725520165
"81",-1.40113396982156
"82",-1.95340929118848
"83",-1.17994414415363
"84",0.83311902696768
"85",1.2155793742281
"86",0.411673600046201
"87",-1.77241016414205
"88",-0.334858197580475
"89",-1.15338192872477
"90",-2.27052998227888
"91",-0.456908222202961
"92",-0.424984099980931
"93",0.904602752128025
"94",-0.87503066948043
"95",-0.0167863977810545
"96",-0.23769009930816
"97",1.40198194415008
"98",1.3854542025211
"99",0.0716667837933244
"100",1.25859167986064
"101",-1.47269340137125
"102",-0.444123509543036
"103",-0.0291331578024452
"104",0.468246034219609
"105",0.0327306521557767
"106",-0.523488424370503
"107",1.0158266946582
"108",1.20822944532725
"109",0.298420323464418
"110",0.355902079444157
"111",0.584743163311995
"112",-1.36834781237511
"113",-0.515229771618037
"114",-0.593812166409808
"115",-0.580319227053032
"116",0.410100277026214
"117",-0.178375252798391
"118",-0.933335505723736
"119",0.977838271661218
"120",-0.099868730533992
"121",1.05382994600158
"122",-0.00206231028365266
"123",0.111629266224809
"124",0.693347314099267
"125",-0.103077064262358
"126",1.81656578537585
"127",0.048894024283674
"128",1.10129575822514
"129",-1.39383710112335
"130",1.55801843563323
"131",-1.62926649270609
"132",-2.1809582227599
"133",0.240282192085239
"134",0.198340574656142
"135",-0.593638393764013
"136",0.769224077469897
"137",0.320433359300669
"138",2.19826643690765
"139",-0.202811028406827
"140",-0.309157318015885
"141",-0.6400926070287
"142",-1.2981214655197
"143",-0.629242358928258
"144",0.172960014048796
"145",-1.57624978889179
"146",0.259181432752995
"147",-0.448645834073823
"148",-0.405167991091807
"149",1.26185072161223
"150",0.453859899722661
"151",1.20626513814917
"152",0.985074002578355
"153",-1.52398829682162
"154",-0.737516596364846
"155",-0.406121062276837
"156",-0.00274035111677677
"157",-0.675863199099615
"158",-0.220434394861811
"159",0.506994250712924
"160",-0.181165311384212
"161",0.840794031604554
"162",0.522250493803142
"163",-0.427728072972295
"164",0.794099877990347
"165",1.61622927443204
"166",-0.28534813749031
"167",2.16576481619841
"168",-0.104618476209156
"169",0.0269477880334317
"170",-2.1735254187641
"171",-1.25801951223488
"172",1.86118757812426
"173",0.192932099281472
"174",0.659352373537371
"175",0.363145039076104
"176",-1.0084010060244
"177",-0.155446948205491
"178",-0.780659063006643
"179",-1.13211007278268
"180",0.0703996499066729
"181",0.631842673302429
"182",0.600670395339695
"183",0.542321760968494
"184",-0.234985126865057
"185",-1.08803514256846
"186",-2.89559320361502
"187",-0.663743228236854
"188",1.39050971296731
"189",0.167774986339537
"190",0.107580353137691
"191",-0.748033170569785
"192",-0.71992577716174
"193",0.974337337485897
"194",0.315770891831202
"195",-0.222056863855951
"196",1.31436660505728
"197",-0.440748057387754
"198",0.897546203924389
"199",0.252354038172326
"200",-0.706658283344712
"201",-0.114400555758817
"202",1.5614881504036
"203",-0.992783349472398
"204",-1.06090335771133
"205",1.1647323554566
"206",0.318931959433305
"207",-1.02587467670986
"208",0.603113719531269
"209",0.413036465034791
"210",-1.06635003262974
"211",-0.925456080471212
"212",-0.50165601802612
"213",0.342589488955528
"214",-1.45380840106569
"215",-1.806043281462
"216",0.366071814315282
"217",0.425247274221863
"218",0.377812976995159
"219",0.616549951485998
"220",-1.33639677426691
"221",-0.577534280243013
"222",-0.714115152233422
"223",0.572620431255164
"224",2.2199774399114
"225",0.840872978296659
"226",0.894424134909757
"227",0.647859718632335
"228",0.664297346384165
"229",1.85517441512008
"230",-0.325953222943575
"231",-1.05951632991566
"232",-0.0520896630073314
"233",0.564103346849217
"234",0.102008491708981
"235",0.935775321048405
"236",1.96276367080932
"237",-1.27469484129413
"238",-0.629159307158702
"239",-0.619378465732408
"240",1.40944749869324
"241",-0.502008368616875
"242",-0.257487332959514
"243",-0.619378465732408
