YEAR,PROJECT,SPECIES,DATE,WT,AGE,
1996-97,CS,CHPE,2/22/1997,3800,NA,
1996-97,CS,CHPE,2/22/1997,3200,NA,
1996-97,CS,CHPE,2/22/1997,3150,NA,
1996-97,CS,CHPE,2/22/1997,3200,NA,
1996-97,CS,CHPE,2/22/1997,3650,NA,
1996-97,CS,CHPE,2/22/1997,3600,NA,
1996-97,CS,CHPE,2/22/1997,3600,NA,
1996-97,CS,CHPE,2/22/1997,3500,NA,
1996-97,CS,CHPE,2/22/1997,3350,NA,
1996-97,CS,CHPE,2/22/1997,3000,NA,
1996-97,CS,CHPE,2/22/1997,3100,NA,
1996-97,CS,CHPE,2/22/1997,3400,NA,
1996-97,CS,CHPE,2/22/1997,3550,NA,
1996-97,CS,CHPE,2/22/1997,3300,NA,
1996-97,CS,CHPE,2/22/1997,3650,NA,
1996-97,CS,CHPE,2/22/1997,3300,NA,
1996-97,CS,CHPE,2/22/1997,3300,NA,
1996-97,CS,CHPE,2/22/1997,3100,NA,
1996-97,CS,CHPE,2/22/1997,3500,NA,
1996-97,CS,CHPE,2/22/1997,3600,NA,
1996-97,CS,CHPE,2/22/1997,3500,NA,
1996-97,CS,CHPE,2/22/1997,3050,NA,
1996-97,CS,CHPE,2/22/1997,3400,NA,
1996-97,CS,CHPE,2/22/1997,2900,NA,
1996-97,CS,CHPE,2/22/1997,3300,NA,
1996-97,CS,CHPE,2/22/1997,2950,NA,
1996-97,CS,CHPE,2/22/1997,3000,NA,
1996-97,CS,CHPE,2/22/1997,3200,NA,
1996-97,CS,CHPE,2/22/1997,3500,NA,
1996-97,CS,CHPE,2/22/1997,2900,NA,
1996-97,CS,CHPE,2/22/1997,3250,NA,
1996-97,CS,CHPE,2/22/1997,3100,NA,
1996-97,CS,CHPE,2/22/1997,3600,NA,
1996-97,CS,CHPE,2/22/1997,2950,NA,
1996-97,CS,CHPE,2/22/1997,3150,NA,
1996-97,CS,CHPE,2/22/1997,2700,NA,
1996-97,CS,CHPE,2/22/1997,3650,NA,
1996-97,CS,CHPE,2/22/1997,3100,NA,
1996-97,CS,CHPE,2/22/1997,2950,NA,
1996-97,CS,CHPE,2/22/1997,3000,NA,
1996-97,CS,CHPE,2/22/1997,3450,NA,
1996-97,CS,CHPE,2/22/1997,3100,NA,
1996-97,CS,CHPE,2/22/1997,3500,NA,
1996-97,CS,CHPE,2/22/1997,3050,NA,
1996-97,CS,CHPE,2/22/1997,3200,NA,
1996-97,CS,CHPE,2/22/1997,3200,NA,
1996-97,CS,CHPE,2/22/1997,3050,NA,
1996-97,CS,CHPE,2/22/1997,3400,NA,
1996-97,CS,CHPE,2/22/1997,3800,NA,
1996-97,CS,CHPE,2/22/1997,2800,NA,
1996-97,CS,CHPE,2/22/1997,3000,NA,
1996-97,CS,CHPE,2/22/1997,2950,NA,
1996-97,CS,CHPE,2/22/1997,3100,NA,
1996-97,CS,CHPE,2/22/1997,2850,NA,
1996-97,CS,CHPE,2/22/1997,3250,NA,
1996-97,CS,CHPE,2/22/1997,3300,NA,
1996-97,CS,CHPE,2/22/1997,3400,NA,
1996-97,CS,CHPE,2/22/1997,3800,NA,
1996-97,CS,CHPE,2/22/1997,3000,NA,
1996-97,CS,CHPE,2/22/1997,3700,NA,
1996-97,CS,CHPE,2/22/1997,3750,NA,
1996-97,CS,CHPE,2/22/1997,3200,NA,
1996-97,CS,CHPE,2/22/1997,3300,NA,
1996-97,CS,CHPE,2/22/1997,3000,NA,
1996-97,CS,CHPE,2/22/1997,3100,NA,
1996-97,CS,CHPE,2/22/1997,3100,NA,
1996-97,CS,CHPE,2/22/1997,3000,NA,
1996-97,CS,CHPE,2/22/1997,2950,NA,
1996-97,CS,CHPE,2/22/1997,3150,NA,
1996-97,CS,CHPE,2/22/1997,3250,NA,
1996-97,CS,CHPE,2/22/1997,2750,NA,
1996-97,CS,CHPE,2/22/1997,2850,NA,
1996-97,CS,CHPE,2/22/1997,3350,NA,
1996-97,CS,CHPE,2/22/1997,3500,NA,
1996-97,CS,CHPE,2/22/1997,3650,NA,
1996-97,CS,CHPE,2/22/1997,3800,NA,
1996-97,CS,CHPE,2/22/1997,3400,NA,
1996-97,CS,CHPE,2/22/1997,3300,NA,
1996-97,CS,CHPE,2/22/1997,3400,NA,
1996-97,CS,CHPE,2/22/1997,3150,NA,
1996-97,CS,CHPE,2/22/1997,3100,NA,
1996-97,CS,CHPE,2/26/1997,3150,NA,
1996-97,CS,CHPE,2/26/1997,2750,NA,
1996-97,CS,CHPE,2/26/1997,2750,NA,
1996-97,CS,CHPE,2/26/1997,3750,NA,
1996-97,CS,CHPE,2/26/1997,3200,NA,
1996-97,CS,CHPE,2/26/1997,3400,NA,
1996-97,CS,CHPE,2/26/1997,3450,NA,
1996-97,CS,CHPE,2/26/1997,3000,NA,
1996-97,CS,CHPE,2/26/1997,3250,NA,
1996-97,CS,CHPE,2/26/1997,3050,NA,
1996-97,CS,CHPE,2/26/1997,3250,NA,
1996-97,CS,CHPE,2/26/1997,3700,NA,
1996-97,CS,CHPE,2/26/1997,3000,NA,
1996-97,CS,CHPE,2/26/1997,3650,NA,
1996-97,CS,CHPE,2/26/1997,3350,NA,
1996-97,CS,CHPE,2/26/1997,3100,NA,
1996-97,CS,CHPE,2/26/1997,3550,NA,
1996-97,CS,CHPE,2/26/1997,3400,NA,
1996-97,CS,CHPE,2/26/1997,3350,NA,
1996-97,CS,CHPE,2/26/1997,3200,NA,
1996-97,CS,CHPE,2/26/1997,2900,NA,
1996-97,CS,CHPE,2/26/1997,3200,NA,
1996-97,CS,CHPE,2/26/1997,2600,NA,
1996-97,CS,CHPE,2/26/1997,2900,NA,
1996-97,CS,CHPE,2/26/1997,3400,NA,
1997-98,CS,CHPE,2/18/1998,3400,85.09411765,
1997-98,CS,CHPE,2/19/1998,3750,86.09411765,
1997-98,CS,CHPE,2/20/1998,3150,87.09411765,
1997-98,CS,CHPE,2/20/1998,3350,87.09411765,
1997-98,CS,CHPE,2/21/1998,2050,88.09411765,
1997-98,CS,CHPE,2/21/1998,3300,88.09411765,
1997-98,CS,CHPE,2/21/1998,2650,88.09411765,
1997-98,CS,CHPE,2/21/1998,2850,88.09411765,
1997-98,CS,CHPE,2/21/1998,3300,88.09411765,
1997-98,CS,CHPE,2/21/1998,3150,88.09411765,
1997-98,CS,CHPE,2/21/1998,2300,88.09411765,
1997-98,CS,CHPE,2/21/1998,3500,88.09411765,
1997-98,CS,CHPE,2/21/1998,3200,88.09411765,
1997-98,CS,CHPE,2/21/1998,2550,88.09411765,
1997-98,CS,CHPE,2/22/1998,3150,89.09411765,
1997-98,CS,CHPE,2/22/1998,3250,89.09411765,
1997-98,CS,CHPE,2/22/1998,3500,89.09411765,
1997-98,CS,CHPE,2/22/1998,3150,89.09411765,
1997-98,CS,CHPE,2/22/1998,3400,89.09411765,
1997-98,CS,CHPE,2/22/1998,3250,89.09411765,
1997-98,CS,CHPE,2/22/1998,3250,89.09411765,
1997-98,CS,CHPE,2/22/1998,2800,89.09411765,
1997-98,CS,CHPE,2/22/1998,3150,89.09411765,
1997-98,CS,CHPE,2/22/1998,2850,89.09411765,
1997-98,CS,CHPE,2/22/1998,3050,89.09411765,
1997-98,CS,CHPE,2/22/1998,2800,89.09411765,
1997-98,CS,CHPE,2/22/1998,2750,89.09411765,
1997-98,CS,CHPE,2/22/1998,3300,89.09411765,
1997-98,CS,CHPE,2/22/1998,3000,89.09411765,
1997-98,CS,CHPE,2/22/1998,2950,89.09411765,
1997-98,CS,CHPE,2/22/1998,4050,89.09411765,
1997-98,CS,CHPE,2/22/1998,3300,89.09411765,
1997-98,CS,CHPE,2/22/1998,2750,89.09411765,
1997-98,CS,CHPE,2/22/1998,2500,89.09411765,
1997-98,CS,CHPE,2/22/1998,2800,89.09411765,
1997-98,CS,CHPE,2/22/1998,3550,89.09411765,
1997-98,CS,CHPE,2/22/1998,3400,89.09411765,
1997-98,CS,CHPE,2/22/1998,2850,89.09411765,
1997-98,CS,CHPE,2/23/1998,3200,90.09411765,
1997-98,CS,CHPE,2/23/1998,2950,90.09411765,
1997-98,CS,CHPE,2/23/1998,2900,90.09411765,
1997-98,CS,CHPE,2/23/1998,3250,90.09411765,
1997-98,CS,CHPE,2/23/1998,3000,90.09411765,
1997-98,CS,CHPE,2/23/1998,3650,90.09411765,
1997-98,CS,CHPE,2/23/1998,3300,90.09411765,
1997-98,CS,CHPE,2/23/1998,3100,90.09411765,
1997-98,CS,CHPE,2/23/1998,3500,90.09411765,
1997-98,CS,CHPE,2/23/1998,3450,90.09411765,
1997-98,CS,CHPE,2/23/1998,3400,90.09411765,
1997-98,CS,CHPE,2/23/1998,2900,90.09411765,
1997-98,CS,CHPE,2/23/1998,3400,90.09411765,
1997-98,CS,CHPE,2/23/1998,3850,90.09411765,
1997-98,CS,CHPE,2/23/1998,3200,90.09411765,
1997-98,CS,CHPE,2/23/1998,3800,90.09411765,
1997-98,CS,CHPE,2/23/1998,2900,90.09411765,
1997-98,CS,CHPE,2/23/1998,3100,90.09411765,
1997-98,CS,CHPE,2/23/1998,3050,90.09411765,
1997-98,CS,CHPE,2/23/1998,3350,90.09411765,
1997-98,CS,CHPE,2/23/1998,3650,90.09411765,
1997-98,CS,CHPE,2/23/1998,3000,90.09411765,
1997-98,CS,CHPE,2/23/1998,3550,90.09411765,
1997-98,CS,CHPE,2/23/1998,3600,90.09411765,
1997-98,CS,CHPE,2/23/1998,3400,90.09411765,
1997-98,CS,CHPE,2/23/1998,3050,90.09411765,
1997-98,CS,CHPE,2/23/1998,2900,90.09411765,
1997-98,CS,CHPE,2/23/1998,2750,90.09411765,
1997-98,CS,CHPE,2/23/1998,3600,90.09411765,
1997-98,CS,CHPE,2/23/1998,2850,90.09411765,
1997-98,CS,CHPE,2/23/1998,3100,90.09411765,
1997-98,CS,CHPE,2/23/1998,3100,90.09411765,
1997-98,CS,CHPE,2/23/1998,3250,90.09411765,
1997-98,CS,CHPE,2/23/1998,3900,90.09411765,
1997-98,CS,CHPE,2/23/1998,3100,90.09411765,
1997-98,CS,CHPE,2/23/1998,2700,90.09411765,
1997-98,CS,CHPE,2/23/1998,3900,90.09411765,
1997-98,CS,CHPE,2/23/1998,3300,90.09411765,
1997-98,CS,CHPE,2/23/1998,4150,90.09411765,
1997-98,CS,CHPE,2/23/1998,3300,90.09411765,
1997-98,CS,CHPE,2/23/1998,2950,90.09411765,
1997-98,CS,CHPE,2/23/1998,4000,90.09411765,
1997-98,CS,CHPE,2/23/1998,3250,90.09411765,
1997-98,CS,CHPE,2/23/1998,3150,90.09411765,
1997-98,CS,CHPE,2/23/1998,3150,90.09411765,
1997-98,CS,CHPE,2/23/1998,3100,90.09411765,
1997-98,CS,CHPE,2/24/1998,3800,91.09411765,
1997-98,CS,CHPE,2/24/1998,2550,91.09411765,
1997-98,CS,CHPE,2/24/1998,3350,91.09411765,
1997-98,CS,CHPE,2/24/1998,3250,91.09411765,
1997-98,CS,CHPE,2/24/1998,3000,91.09411765,
1997-98,CS,CHPE,2/24/1998,3350,91.09411765,
1997-98,CS,CHPE,2/24/1998,3400,91.09411765,
1997-98,CS,CHPE,2/24/1998,3350,91.09411765,
1997-98,CS,CHPE,2/24/1998,3500,91.09411765,
1997-98,CS,CHPE,2/24/1998,2650,91.09411765,
1997-98,CS,CHPE,2/24/1998,2950,91.09411765,
1997-98,CS,CHPE,2/24/1998,3500,91.09411765,
1997-98,CS,CHPE,2/24/1998,3000,91.09411765,
1997-98,CS,CHPE,2/24/1998,2250,91.09411765,
1997-98,CS,CHPE,2/24/1998,2750,91.09411765,
1997-98,CS,CHPE,2/24/1998,3600,91.09411765,
1997-98,CS,CHPE,2/24/1998,3700,91.09411765,
1997-98,CS,CHPE,2/24/1998,3200,91.09411765,
1997-98,CS,CHPE,2/24/1998,2900,91.09411765,
1997-98,CS,CHPE,2/24/1998,3050,91.09411765,
1997-98,CS,CHPE,2/24/1998,3150,91.09411765,
1997-98,CS,CHPE,2/24/1998,2850,91.09411765,
1997-98,CS,CHPE,2/24/1998,3000,91.09411765,
1997-98,CS,CHPE,2/24/1998,3800,91.09411765,
1997-98,CS,CHPE,2/24/1998,3400,91.09411765,
1997-98,CS,CHPE,2/24/1998,3200,91.09411765,
1997-98,CS,CHPE,2/24/1998,3200,91.09411765,
1997-98,CS,CHPE,2/24/1998,3600,91.09411765,
1997-98,CS,CHPE,2/24/1998,3450,91.09411765,
1997-98,CS,CHPE,2/24/1998,3350,91.09411765,
1997-98,CS,CHPE,2/24/1998,3050,91.09411765,
1997-98,CS,CHPE,2/24/1998,2600,91.09411765,
1997-98,CS,CHPE,2/24/1998,2800,91.09411765,
1997-98,CS,CHPE,2/24/1998,3750,91.09411765,
1997-98,CS,CHPE,2/24/1998,3200,91.09411765,
1997-98,CS,CHPE,2/24/1998,2850,91.09411765,
1997-98,CS,CHPE,2/24/1998,3300,91.09411765,
1997-98,CS,CHPE,2/24/1998,3250,91.09411765,
1997-98,CS,CHPE,2/24/1998,2700,91.09411765,
1997-98,CS,CHPE,2/24/1998,3200,91.09411765,
1997-98,CS,CHPE,2/24/1998,3200,91.09411765,
1997-98,CS,CHPE,2/24/1998,3450,91.09411765,
1997-98,CS,CHPE,2/24/1998,3100,91.09411765,
1997-98,CS,CHPE,2/25/1998,3050,92.09411765,
1997-98,CS,CHPE,2/25/1998,2800,92.09411765,
1997-98,CS,CHPE,2/25/1998,2900,92.09411765,
1997-98,CS,CHPE,2/25/1998,3100,92.09411765,
1997-98,CS,CHPE,2/25/1998,3300,92.09411765,
1997-98,CS,CHPE,2/25/1998,3350,92.09411765,
1997-98,CS,CHPE,2/25/1998,3050,92.09411765,
1997-98,CS,CHPE,2/25/1998,3150,92.09411765,
1997-98,CS,CHPE,2/25/1998,3300,92.09411765,
1997-98,CS,CHPE,2/25/1998,3350,92.09411765,
1997-98,CS,CHPE,2/25/1998,3000,92.09411765,
1997-98,CS,CHPE,2/25/1998,3050,92.09411765,
1997-98,CS,CHPE,2/25/1998,2650,92.09411765,
1997-98,CS,CHPE,2/25/1998,3300,92.09411765,
1997-98,CS,CHPE,2/25/1998,3600,92.09411765,
1997-98,CS,CHPE,2/25/1998,3000,92.09411765,
1997-98,CS,CHPE,2/25/1998,3150,92.09411765,
1997-98,CS,CHPE,2/25/1998,3550,92.09411765,
1997-98,CS,CHPE,2/25/1998,3050,92.09411765,
1997-98,CS,CHPE,2/25/1998,3200,92.09411765,
1997-98,CS,CHPE,2/25/1998,3000,92.09411765,
1997-98,CS,CHPE,2/25/1998,3500,92.09411765,
1997-98,CS,CHPE,2/25/1998,2950,92.09411765,
1997-98,CS,CHPE,2/25/1998,3300,92.09411765,
1997-98,CS,CHPE,2/25/1998,3400,92.09411765,
1997-98,CS,CHPE,2/25/1998,3150,92.09411765,
1997-98,CS,CHPE,2/25/1998,2850,92.09411765,
1997-98,CS,CHPE,2/25/1998,2750,92.09411765,
1997-98,CS,CHPE,2/25/1998,2750,92.09411765,
1997-98,CS,CHPE,2/25/1998,3100,92.09411765,
1997-98,CS,CHPE,2/25/1998,2650,92.09411765,
1997-98,CS,CHPE,2/25/1998,3200,92.09411765,
1997-98,CS,CHPE,2/25/1998,2900,92.09411765,
1997-98,CS,CHPE,2/25/1998,3250,92.09411765,
1997-98,CS,CHPE,2/25/1998,3050,92.09411765,
1997-98,CS,CHPE,2/25/1998,3450,92.09411765,
1997-98,CS,CHPE,2/25/1998,3550,92.09411765,
1997-98,CS,CHPE,2/25/1998,3150,92.09411765,
1997-98,CS,CHPE,2/25/1998,2950,92.09411765,
1997-98,CS,CHPE,2/25/1998,2650,92.09411765,
1997-98,CS,CHPE,2/25/1998,2950,92.09411765,
1997-98,CS,CHPE,2/25/1998,3250,92.09411765,
1997-98,CS,CHPE,2/25/1998,3700,92.09411765,
1997-98,CS,CHPE,2/25/1998,3300,92.09411765,
1997-98,CS,CHPE,2/25/1998,3200,92.09411765,
1997-98,CS,CHPE,2/25/1998,3600,92.09411765,
1997-98,CS,CHPE,2/25/1998,3750,92.09411765,
1997-98,CS,CHPE,2/25/1998,3250,92.09411765,
1997-98,CS,CHPE,2/25/1998,3300,92.09411765,
1997-98,CS,CHPE,2/25/1998,2700,92.09411765,
1997-98,CS,CHPE,2/25/1998,3400,92.09411765,
1997-98,CS,CHPE,2/25/1998,3150,92.09411765,
1997-98,CS,CHPE,2/25/1998,3050,92.09411765,
1997-98,CS,CHPE,2/25/1998,3050,92.09411765,
1997-98,CS,CHPE,2/25/1998,3450,92.09411765,
1997-98,CS,CHPE,2/25/1998,3150,92.09411765,
1997-98,CS,CHPE,2/25/1998,3150,92.09411765,
1997-98,CS,CHPE,2/25/1998,2950,92.09411765,
1997-98,CS,CHPE,2/25/1998,2700,92.09411765,
1997-98,CS,CHPE,2/25/1998,3050,92.09411765,
1997-98,CS,CHPE,2/25/1998,3000,92.09411765,
1997-98,CS,CHPE,2/25/1998,3400,92.09411765,
1997-98,CS,CHPE,2/25/1998,3250,92.09411765,
1997-98,CS,CHPE,2/25/1998,3200,92.09411765,
1997-98,CS,CHPE,2/25/1998,2550,92.09411765,
1997-98,CS,CHPE,2/25/1998,3500,92.09411765,
1997-98,CS,CHPE,2/25/1998,3300,92.09411765,
1997-98,CS,CHPE,2/25/1998,3100,92.09411765,
1997-98,CS,CHPE,2/25/1998,3350,92.09411765,
1997-98,CS,CHPE,2/25/1998,3000,92.09411765,
1997-98,CS,CHPE,2/25/1998,3000,92.09411765,
1997-98,CS,CHPE,2/25/1998,2850,92.09411765,
1997-98,CS,CHPE,2/25/1998,3050,92.09411765,
1997-98,CS,CHPE,2/26/1998,3150,93.09411765,
1997-98,CS,CHPE,2/26/1998,3100,93.09411765,
1997-98,CS,CHPE,2/26/1998,3150,93.09411765,
1997-98,CS,CHPE,2/26/1998,3500,93.09411765,
1997-98,CS,CHPE,2/26/1998,2700,93.09411765,
1997-98,CS,CHPE,2/26/1998,3400,93.09411765,
1997-98,CS,CHPE,2/26/1998,3100,93.09411765,
1997-98,CS,CHPE,2/26/1998,3300,93.09411765,
1997-98,CS,CHPE,2/26/1998,3700,93.09411765,
1997-98,CS,CHPE,2/26/1998,3400,93.09411765,
1997-98,CS,CHPE,2/26/1998,2750,93.09411765,
1997-98,CS,CHPE,2/26/1998,2950,93.09411765,
1997-98,CS,CHPE,2/26/1998,3800,93.09411765,
1997-98,CS,CHPE,2/26/1998,3050,93.09411765,
1997-98,CS,CHPE,2/26/1998,3350,93.09411765,
1997-98,CS,CHPE,2/26/1998,3450,93.09411765,
1997-98,CS,CHPE,2/26/1998,3700,93.09411765,
1997-98,CS,CHPE,2/26/1998,3600,93.09411765,
1997-98,CS,CHPE,2/26/1998,3900,93.09411765,
1997-98,CS,CHPE,2/26/1998,3200,93.09411765,
1997-98,CS,CHPE,2/26/1998,3100,93.09411765,
1997-98,CS,CHPE,2/26/1998,2800,93.09411765,
1997-98,CS,CHPE,2/26/1998,3150,93.09411765,
1997-98,CS,CHPE,2/26/1998,3500,93.09411765,
1998-99,CS,CHPE,2/17/1999,3000,88.12790698,
1998-99,CS,CHPE,2/17/1999,3300,88.12790698,
1998-99,CS,CHPE,2/17/1999,3150,88.12790698,
1998-99,CS,CHPE,2/17/1999,3400,88.12790698,
1998-99,CS,CHPE,2/17/1999,3200,88.12790698,
1998-99,CS,CHPE,2/17/1999,3300,88.12790698,
1998-99,CS,CHPE,2/17/1999,3400,88.12790698,
1998-99,CS,CHPE,2/17/1999,2800,88.12790698,
1998-99,CS,CHPE,2/18/1999,2800,89.12790698,
1998-99,CS,CHPE,2/18/1999,2950,89.12790698,
1998-99,CS,CHPE,2/18/1999,3550,89.12790698,
1998-99,CS,CHPE,2/18/1999,3650,89.12790698,
1998-99,CS,CHPE,2/18/1999,2800,89.12790698,
1998-99,CS,CHPE,2/18/1999,3250,89.12790698,
1998-99,CS,CHPE,2/18/1999,3000,89.12790698,
1998-99,CS,CHPE,2/18/1999,3050,89.12790698,
1998-99,CS,CHPE,2/18/1999,3050,89.12790698,
1998-99,CS,CHPE,2/18/1999,3000,89.12790698,
1998-99,CS,CHPE,2/18/1999,3400,89.12790698,
1998-99,CS,CHPE,2/18/1999,2750,89.12790698,
1998-99,CS,CHPE,2/19/1999,3400,90.12790698,
1998-99,CS,CHPE,2/19/1999,3150,90.12790698,
1998-99,CS,CHPE,2/19/1999,3350,90.12790698,
1998-99,CS,CHPE,2/19/1999,3200,90.12790698,
1998-99,CS,CHPE,2/19/1999,2500,90.12790698,
1998-99,CS,CHPE,2/19/1999,2900,90.12790698,
1998-99,CS,CHPE,2/19/1999,3500,90.12790698,
1998-99,CS,CHPE,2/19/1999,2900,90.12790698,
1998-99,CS,CHPE,2/19/1999,2850,90.12790698,
1998-99,CS,CHPE,2/19/1999,2850,90.12790698,
1998-99,CS,CHPE,2/19/1999,3150,90.12790698,
1998-99,CS,CHPE,2/19/1999,3400,90.12790698,
1998-99,CS,CHPE,2/19/1999,2950,90.12790698,
1998-99,CS,CHPE,2/19/1999,3250,90.12790698,
1998-99,CS,CHPE,2/19/1999,3100,90.12790698,
1998-99,CS,CHPE,2/19/1999,3500,90.12790698,
1998-99,CS,CHPE,2/20/1999,3300,91.12790698,
1998-99,CS,CHPE,2/20/1999,3150,91.12790698,
1998-99,CS,CHPE,2/20/1999,3100,91.12790698,
1998-99,CS,CHPE,2/20/1999,3300,91.12790698,
1998-99,CS,CHPE,2/20/1999,2850,91.12790698,
1998-99,CS,CHPE,2/20/1999,3000,91.12790698,
1998-99,CS,CHPE,2/20/1999,3450,91.12790698,
1998-99,CS,CHPE,2/20/1999,3550,91.12790698,
1998-99,CS,CHPE,2/20/1999,3850,91.12790698,
1998-99,CS,CHPE,2/20/1999,2950,91.12790698,
1998-99,CS,CHPE,2/20/1999,3950,91.12790698,
1998-99,CS,CHPE,2/20/1999,3000,91.12790698,
1998-99,CS,CHPE,2/20/1999,3200,91.12790698,
1998-99,CS,CHPE,2/20/1999,3100,91.12790698,
1998-99,CS,CHPE,2/20/1999,3250,91.12790698,
1998-99,CS,CHPE,2/20/1999,2650,91.12790698,
1998-99,CS,CHPE,2/20/1999,3550,91.12790698,
1998-99,CS,CHPE,2/20/1999,2900,91.12790698,
1998-99,CS,CHPE,2/20/1999,3950,91.12790698,
1998-99,CS,CHPE,2/20/1999,2600,91.12790698,
1998-99,CS,CHPE,2/20/1999,3650,91.12790698,
1998-99,CS,CHPE,2/20/1999,2900,91.12790698,
1998-99,CS,CHPE,2/20/1999,3200,91.12790698,
1998-99,CS,CHPE,2/20/1999,3150,91.12790698,
1998-99,CS,CHPE,2/20/1999,3100,91.12790698,
1998-99,CS,CHPE,2/20/1999,3300,91.12790698,
1998-99,CS,CHPE,2/20/1999,3300,91.12790698,
1998-99,CS,CHPE,2/20/1999,3150,91.12790698,
1998-99,CS,CHPE,2/20/1999,3150,91.12790698,
1998-99,CS,CHPE,2/20/1999,3150,91.12790698,
1998-99,CS,CHPE,2/20/1999,3500,91.12790698,
1998-99,CS,CHPE,2/20/1999,2900,91.12790698,
1998-99,CS,CHPE,2/20/1999,3600,91.12790698,
1998-99,CS,CHPE,2/20/1999,3150,91.12790698,
1998-99,CS,CHPE,2/20/1999,3450,91.12790698,
1998-99,CS,CHPE,2/20/1999,3100,91.12790698,
1998-99,CS,CHPE,2/20/1999,3350,91.12790698,
1998-99,CS,CHPE,2/20/1999,3850,91.12790698,
1998-99,CS,CHPE,2/20/1999,3200,91.12790698,
1998-99,CS,CHPE,2/20/1999,3150,91.12790698,
1998-99,CS,CHPE,2/20/1999,3000,91.12790698,
1998-99,CS,CHPE,2/20/1999,2850,91.12790698,
1998-99,CS,CHPE,2/20/1999,3200,91.12790698,
1998-99,CS,CHPE,2/20/1999,3400,91.12790698,
1998-99,CS,CHPE,2/21/1999,2850,92.12790698,
1998-99,CS,CHPE,2/21/1999,3300,92.12790698,
1998-99,CS,CHPE,2/21/1999,3450,92.12790698,
1998-99,CS,CHPE,2/21/1999,3000,92.12790698,
1998-99,CS,CHPE,2/21/1999,3150,92.12790698,
1998-99,CS,CHPE,2/21/1999,2950,92.12790698,
1998-99,CS,CHPE,2/21/1999,3500,92.12790698,
1998-99,CS,CHPE,2/21/1999,3150,92.12790698,
1998-99,CS,CHPE,2/21/1999,2750,92.12790698,
1998-99,CS,CHPE,2/21/1999,3000,92.12790698,
1998-99,CS,CHPE,2/21/1999,2950,92.12790698,
1998-99,CS,CHPE,2/21/1999,3350,92.12790698,
1998-99,CS,CHPE,2/21/1999,3250,92.12790698,
1998-99,CS,CHPE,2/21/1999,3150,92.12790698,
1998-99,CS,CHPE,2/21/1999,3650,92.12790698,
1998-99,CS,CHPE,2/21/1999,3600,92.12790698,
1998-99,CS,CHPE,2/21/1999,3050,92.12790698,
1998-99,CS,CHPE,2/21/1999,3550,92.12790698,
1998-99,CS,CHPE,2/21/1999,2850,92.12790698,
1998-99,CS,CHPE,2/21/1999,2650,92.12790698,
1998-99,CS,CHPE,2/21/1999,2850,92.12790698,
1998-99,CS,CHPE,2/21/1999,3350,92.12790698,
1998-99,CS,CHPE,2/21/1999,2800,92.12790698,
1998-99,CS,CHPE,2/21/1999,3200,92.12790698,
1998-99,CS,CHPE,2/21/1999,2600,92.12790698,
1998-99,CS,CHPE,2/21/1999,3300,92.12790698,
1998-99,CS,CHPE,2/21/1999,3300,92.12790698,
1998-99,CS,CHPE,2/21/1999,2900,92.12790698,
1998-99,CS,CHPE,2/21/1999,3350,92.12790698,
1998-99,CS,CHPE,2/21/1999,3000,92.12790698,
1998-99,CS,CHPE,2/21/1999,3500,92.12790698,
1998-99,CS,CHPE,2/21/1999,3400,92.12790698,
1998-99,CS,CHPE,2/21/1999,3650,92.12790698,
1998-99,CS,CHPE,2/21/1999,3700,92.12790698,
1998-99,CS,CHPE,2/21/1999,3300,92.12790698,
1998-99,CS,CHPE,2/21/1999,2850,92.12790698,
1998-99,CS,CHPE,2/21/1999,2850,92.12790698,
1998-99,CS,CHPE,2/21/1999,3500,92.12790698,
1998-99,CS,CHPE,2/21/1999,3000,92.12790698,
1998-99,CS,CHPE,2/21/1999,3050,92.12790698,
1998-99,CS,CHPE,2/21/1999,3450,92.12790698,
1998-99,CS,CHPE,2/21/1999,3300,92.12790698,
1998-99,CS,CHPE,2/21/1999,3000,92.12790698,
1998-99,CS,CHPE,2/21/1999,3150,92.12790698,
1998-99,CS,CHPE,2/21/1999,3150,92.12790698,
1998-99,CS,CHPE,2/21/1999,3450,92.12790698,
1998-99,CS,CHPE,2/22/1999,3000,93.12790698,
1998-99,CS,CHPE,2/22/1999,3000,93.12790698,
1998-99,CS,CHPE,2/22/1999,3250,93.12790698,
1998-99,CS,CHPE,2/22/1999,3250,93.12790698,
1998-99,CS,CHPE,2/22/1999,3400,93.12790698,
1998-99,CS,CHPE,2/22/1999,3000,93.12790698,
1998-99,CS,CHPE,2/22/1999,3050,93.12790698,
1998-99,CS,CHPE,2/22/1999,2900,93.12790698,
1998-99,CS,CHPE,2/22/1999,3000,93.12790698,
1998-99,CS,CHPE,2/22/1999,2900,93.12790698,
1998-99,CS,CHPE,2/22/1999,3000,93.12790698,
1998-99,CS,CHPE,2/22/1999,3000,93.12790698,
1998-99,CS,CHPE,2/22/1999,3250,93.12790698,
1998-99,CS,CHPE,2/22/1999,3000,93.12790698,
1998-99,CS,CHPE,2/22/1999,3400,93.12790698,
1998-99,CS,CHPE,2/22/1999,3300,93.12790698,
1998-99,CS,CHPE,2/22/1999,3500,93.12790698,
1998-99,CS,CHPE,2/22/1999,2650,93.12790698,
1998-99,CS,CHPE,2/22/1999,3450,93.12790698,
1998-99,CS,CHPE,2/22/1999,3150,93.12790698,
