YEAR,PROJECT,SPECIES,DATE,WT,AGE,
2007-08,COPA,ADPE,2/3/2008,2450,91.46534653,
2007-08,COPA,ADPE,2/3/2008,3100,91.46534653,
2007-08,COPA,ADPE,2/3/2008,2750,91.46534653,
2007-08,COPA,ADPE,2/3/2008,3100,91.46534653,
2007-08,COPA,ADPE,2/3/2008,2650,91.46534653,
2007-08,COPA,ADPE,2/3/2008,2850,91.46534653,
2007-08,COPA,ADPE,2/4/2008,2500,92.46534653,
2007-08,COPA,ADPE,2/4/2008,2750,92.46534653,
2007-08,COPA,ADPE,2/4/2008,2650,92.46534653,
2007-08,COPA,ADPE,2/4/2008,2200,92.46534653,
2007-08,COPA,ADPE,2/4/2008,2800,92.46534653,
2007-08,COPA,ADPE,2/4/2008,2850,92.46534653,
2007-08,COPA,ADPE,2/4/2008,3050,92.46534653,
2007-08,COPA,ADPE,2/4/2008,2700,92.46534653,
2007-08,COPA,ADPE,2/4/2008,2650,92.46534653,
2007-08,COPA,ADPE,2/4/2008,2550,92.46534653,
2007-08,COPA,ADPE,2/4/2008,3500,92.46534653,
2007-08,COPA,ADPE,2/4/2008,3200,92.46534653,
2007-08,COPA,ADPE,2/5/2008,2750,93.46534653,
2007-08,COPA,ADPE,2/5/2008,2950,93.46534653,
2007-08,COPA,ADPE,2/5/2008,2600,93.46534653,
2007-08,COPA,ADPE,2/5/2008,3050,93.46534653,
2007-08,COPA,ADPE,2/5/2008,2700,93.46534653,
2007-08,COPA,ADPE,2/5/2008,2825,93.46534653,
2007-08,COPA,ADPE,2/5/2008,2800,93.46534653,
2007-08,COPA,ADPE,2/5/2008,2650,93.46534653,
2007-08,COPA,ADPE,2/5/2008,2375,93.46534653,
2007-08,COPA,ADPE,2/5/2008,2350,93.46534653,
2007-08,COPA,ADPE,2/6/2008,2675,94.46534653,
2007-08,COPA,ADPE,2/6/2008,2725,94.46534653,
2007-08,COPA,ADPE,2/6/2008,3125,94.46534653,
2007-08,COPA,ADPE,2/6/2008,3200,94.46534653,
2007-08,COPA,ADPE,2/6/2008,3125,94.46534653,
2007-08,COPA,ADPE,2/7/2008,2850,95.46534653,
2007-08,COPA,ADPE,2/7/2008,2650,95.46534653,
2008-09,COPA,ADPE,1/18/2009,3125,83.51,
2008-09,COPA,ADPE,1/18/2009,3400,83.51,
2008-09,COPA,ADPE,1/18/2009,3150,83.51,
2008-09,COPA,ADPE,1/18/2009,3200,83.51,
2008-09,COPA,ADPE,1/18/2009,3250,83.51,
2008-09,COPA,ADPE,1/18/2009,2800,83.51,
2008-09,COPA,ADPE,1/18/2009,2800,83.51,
2008-09,COPA,ADPE,1/19/2009,3250,84.51,
2008-09,COPA,ADPE,1/19/2009,3400,84.51,
2008-09,COPA,ADPE,1/19/2009,3500,84.51,
2008-09,COPA,ADPE,1/19/2009,3700,84.51,
2008-09,COPA,ADPE,1/19/2009,3400,84.51,
2008-09,COPA,ADPE,1/19/2009,3400,84.51,
2008-09,COPA,ADPE,1/19/2009,2700,84.51,
2008-09,COPA,ADPE,1/19/2009,3050,84.51,
2008-09,COPA,ADPE,1/19/2009,3450,84.51,
2008-09,COPA,ADPE,1/19/2009,3600,84.51,
2008-09,COPA,ADPE,1/20/2009,4200,85.51,
2008-09,COPA,ADPE,1/20/2009,2850,85.51,
2008-09,COPA,ADPE,1/20/2009,3150,85.51,
2008-09,COPA,ADPE,1/20/2009,3100,85.51,
2008-09,COPA,ADPE,1/20/2009,3500,85.51,
2008-09,COPA,ADPE,1/21/2009,3175,86.51,
2008-09,COPA,ADPE,1/21/2009,3000,86.51,
2008-09,COPA,ADPE,1/21/2009,3125,86.51,
2008-09,COPA,ADPE,1/21/2009,2725,86.51,
2008-09,COPA,ADPE,1/21/2009,3125,86.51,
2008-09,COPA,ADPE,1/21/2009,2550,86.51,
2008-09,COPA,ADPE,1/21/2009,3350,86.51,
2008-09,COPA,ADPE,1/21/2009,3300,86.51,
2008-09,COPA,ADPE,1/21/2009,2975,86.51,
2008-09,COPA,ADPE,1/21/2009,3250,86.51,
2008-09,COPA,ADPE,1/21/2009,3300,86.51,
2008-09,COPA,ADPE,1/21/2009,3100,86.51,
2008-09,COPA,ADPE,1/22/2009,3250,87.51,
2008-09,COPA,ADPE,1/22/2009,3050,87.51,
2008-09,COPA,ADPE,1/22/2009,3200,87.51,
2008-09,COPA,ADPE,1/22/2009,3600,87.51,
2008-09,COPA,ADPE,1/22/2009,3350,87.51,
2008-09,COPA,ADPE,1/22/2009,3150,87.51,
2008-09,COPA,ADPE,1/22/2009,3300,87.51,
2008-09,COPA,ADPE,1/22/2009,3450,87.51,
2008-09,COPA,ADPE,1/22/2009,2750,87.51,
2008-09,COPA,ADPE,1/22/2009,3200,87.51,
2008-09,COPA,ADPE,1/22/2009,3250,87.51,
2008-09,COPA,ADPE,1/22/2009,3050,87.51,
2008-09,COPA,ADPE,1/22/2009,3450,87.51,
2008-09,COPA,ADPE,1/22/2009,3650,87.51,
2008-09,COPA,ADPE,1/22/2009,3250,87.51,
2008-09,COPA,ADPE,1/22/2009,3650,87.51,
2008-09,COPA,ADPE,1/22/2009,3350,87.51,
2008-09,COPA,ADPE,1/22/2009,3300,87.51,
2008-09,COPA,ADPE,1/22/2009,3450,87.51,
2008-09,COPA,ADPE,1/22/2009,2750,87.51,
2008-09,COPA,ADPE,1/22/2009,3100,87.51,
2008-09,COPA,ADPE,1/22/2009,2950,87.51,
2008-09,COPA,ADPE,1/22/2009,3400,87.51,
2008-09,COPA,ADPE,1/23/2009,3400,88.51,
2008-09,COPA,ADPE,1/23/2009,3375,88.51,
2008-09,COPA,ADPE,1/23/2009,2800,88.51,
2008-09,COPA,ADPE,1/23/2009,3100,88.51,
2008-09,COPA,ADPE,1/23/2009,3075,88.51,
2008-09,COPA,ADPE,1/23/2009,3275,88.51,
2008-09,COPA,ADPE,1/23/2009,3650,88.51,
2008-09,COPA,ADPE,1/23/2009,2900,88.51,
2008-09,COPA,ADPE,1/23/2009,3025,88.51,
2008-09,COPA,ADPE,1/23/2009,2750,88.51,
2008-09,COPA,ADPE,1/23/2009,3275,88.51,
2008-09,COPA,ADPE,1/23/2009,3050,88.51,
2008-09,COPA,ADPE,1/23/2009,2950,88.51,
2008-09,COPA,ADPE,1/23/2009,2850,88.51,
2008-09,COPA,ADPE,1/23/2009,2875,88.51,
2008-09,COPA,ADPE,1/23/2009,2925,88.51,
2008-09,COPA,ADPE,1/23/2009,3400,88.51,
2008-09,COPA,ADPE,1/23/2009,3100,88.51,
2008-09,COPA,ADPE,1/23/2009,3050,88.51,
2008-09,COPA,ADPE,1/23/2009,3200,88.51,
2008-09,COPA,ADPE,1/23/2009,3350,88.51,
2008-09,COPA,ADPE,1/23/2009,3050,88.51,
2008-09,COPA,ADPE,1/23/2009,3150,88.51,
2008-09,COPA,ADPE,1/23/2009,2950,88.51,
2008-09,COPA,ADPE,1/24/2009,2750,89.51,
2008-09,COPA,ADPE,1/24/2009,2950,89.51,
2008-09,COPA,ADPE,1/24/2009,3400,89.51,
2008-09,COPA,ADPE,1/24/2009,4000,89.51,
2008-09,COPA,ADPE,1/24/2009,3600,89.51,
2008-09,COPA,ADPE,1/24/2009,3300,89.51,
2008-09,COPA,ADPE,1/25/2009,3650,90.51,
2008-09,COPA,ADPE,1/25/2009,2900,90.51,
2008-09,COPA,ADPE,1/25/2009,3000,90.51,
2008-09,COPA,ADPE,1/25/2009,3150,90.51,
2008-09,COPA,ADPE,1/25/2009,3050,90.51,
2008-09,COPA,ADPE,1/25/2009,3150,90.51,
2008-09,COPA,ADPE,1/25/2009,3150,90.51,
2008-09,COPA,ADPE,1/25/2009,3800,90.51,
2008-09,COPA,ADPE,1/25/2009,3050,90.51,
2008-09,COPA,ADPE,1/25/2009,2900,90.51,
2008-09,COPA,ADPE,1/25/2009,3100,90.51,
2008-09,COPA,ADPE,1/25/2009,2900,90.51,
2008-09,COPA,ADPE,1/25/2009,3800,90.51,
2008-09,COPA,ADPE,1/25/2009,2750,90.51,
2008-09,COPA,ADPE,1/25/2009,2950,90.51,
2008-09,COPA,ADPE,1/25/2009,3350,90.51,
2008-09,COPA,ADPE,1/25/2009,3250,90.51,
2008-09,COPA,ADPE,1/25/2009,3450,90.51,
2008-09,COPA,ADPE,1/25/2009,3000,90.51,
2008-09,COPA,ADPE,1/25/2009,2500,90.51,
2008-09,COPA,ADPE,1/25/2009,2950,90.51,
2008-09,COPA,ADPE,1/26/2009,3100,91.51,
2008-09,COPA,ADPE,1/26/2009,2925,91.51,
2008-09,COPA,ADPE,1/26/2009,2975,91.51,
2008-09,COPA,ADPE,1/26/2009,3575,91.51,
2008-09,COPA,ADPE,1/26/2009,3150,91.51,
2008-09,COPA,ADPE,1/26/2009,2500,91.51,
2008-09,COPA,ADPE,1/26/2009,3375,91.51,
2008-09,COPA,ADPE,1/26/2009,3050,91.51,
2008-09,COPA,ADPE,1/27/2009,2350,92.51,
2008-09,COPA,ADPE,1/27/2009,3500,92.51,
2008-09,COPA,ADPE,1/27/2009,3550,92.51,
2008-09,COPA,ADPE,1/27/2009,3100,92.51,
2008-09,COPA,ADPE,1/27/2009,3350,92.51,
2008-09,COPA,ADPE,1/27/2009,3050,92.51,
2008-09,COPA,ADPE,1/27/2009,3150,92.51,
2008-09,COPA,ADPE,1/27/2009,3250,92.51,
2008-09,COPA,ADPE,1/28/2009,3450,93.51,
2008-09,COPA,ADPE,1/28/2009,2800,93.51,
2008-09,COPA,ADPE,1/28/2009,2700,93.51,
2008-09,COPA,ADPE,1/28/2009,2850,93.51,
2008-09,COPA,ADPE,1/29/2009,3250,94.51,
2008-09,COPA,ADPE,1/29/2009,3100,94.51,
2008-09,COPA,ADPE,1/29/2009,2500,94.51,
2008-09,COPA,ADPE,1/29/2009,2900,94.51,
2008-09,COPA,ADPE,1/29/2009,3300,94.51,
2008-09,COPA,ADPE,1/29/2009,2600,94.51,
2008-09,COPA,ADPE,1/29/2009,2925,94.51,
2008-09,COPA,ADPE,1/30/2009,2950,95.51,
2008-09,COPA,ADPE,1/30/2009,2950,95.51,
2009-10,COPA,ADPE,1/27/2010,2925,83.31313131,
2009-10,COPA,ADPE,1/27/2010,2775,83.31313131,
2009-10,COPA,ADPE,1/27/2010,2800,83.31313131,
2009-10,COPA,ADPE,1/27/2010,2875,83.31313131,
2009-10,COPA,ADPE,1/28/2010,3050,84.31313131,
2009-10,COPA,ADPE,1/28/2010,4000,84.31313131,
2009-10,COPA,ADPE,1/29/2010,3650,85.31313131,
2009-10,COPA,ADPE,1/29/2010,3100,85.31313131,
2009-10,COPA,ADPE,1/29/2010,2900,85.31313131,
2009-10,COPA,ADPE,1/29/2010,2750,85.31313131,
2009-10,COPA,ADPE,1/30/2010,3050,86.31313131,
2009-10,COPA,ADPE,1/30/2010,3800,86.31313131,
2009-10,COPA,ADPE,1/30/2010,3100,86.31313131,
2009-10,COPA,ADPE,1/30/2010,3100,86.31313131,
2009-10,COPA,ADPE,1/30/2010,3100,86.31313131,
2009-10,COPA,ADPE,1/30/2010,3150,86.31313131,
2009-10,COPA,ADPE,1/31/2010,3250,87.31313131,
2009-10,COPA,ADPE,1/31/2010,3050,87.31313131,
2009-10,COPA,ADPE,2/1/2010,3150,88.31313131,
2009-10,COPA,ADPE,2/1/2010,2800,88.31313131,
2009-10,COPA,ADPE,2/1/2010,2650,88.31313131,
2009-10,COPA,ADPE,2/1/2010,2600,88.31313131,
2009-10,COPA,ADPE,2/1/2010,3050,88.31313131,
2009-10,COPA,ADPE,2/1/2010,3200,88.31313131,
2009-10,COPA,ADPE,2/1/2010,2750,88.31313131,
2009-10,COPA,ADPE,2/1/2010,2500,88.31313131,
2009-10,COPA,ADPE,2/1/2010,3300,88.31313131,
2009-10,COPA,ADPE,2/1/2010,3250,88.31313131,
2009-10,COPA,ADPE,2/1/2010,2700,88.31313131,
2009-10,COPA,ADPE,2/1/2010,3600,88.31313131,
2009-10,COPA,ADPE,2/1/2010,2600,88.31313131,
2009-10,COPA,ADPE,2/1/2010,3000,88.31313131,
2009-10,COPA,ADPE,2/1/2010,2700,88.31313131,
2009-10,COPA,ADPE,2/1/2010,2800,88.31313131,
2009-10,COPA,ADPE,2/1/2010,2900,88.31313131,
2009-10,COPA,ADPE,2/1/2010,2600,88.31313131,
2009-10,COPA,ADPE,2/1/2010,2700,88.31313131,
2009-10,COPA,ADPE,2/1/2010,2450,88.31313131,
2009-10,COPA,ADPE,2/2/2010,2500,89.31313131,
2009-10,COPA,ADPE,2/2/2010,2400,89.31313131,
2009-10,COPA,ADPE,2/2/2010,2600,89.31313131,
2009-10,COPA,ADPE,2/2/2010,3200,89.31313131,
2009-10,COPA,ADPE,2/2/2010,3300,89.31313131,
2009-10,COPA,ADPE,2/2/2010,2800,89.31313131,
2009-10,COPA,ADPE,2/3/2010,3050,90.31313131,
2009-10,COPA,ADPE,2/3/2010,2500,90.31313131,
2009-10,COPA,ADPE,2/3/2010,2950,90.31313131,
2009-10,COPA,ADPE,2/3/2010,2900,90.31313131,
2009-10,COPA,ADPE,2/3/2010,1800,90.31313131,
2009-10,COPA,ADPE,2/3/2010,2950,90.31313131,
2009-10,COPA,ADPE,2/3/2010,3200,90.31313131,
2009-10,COPA,ADPE,2/3/2010,3150,90.31313131,
2009-10,COPA,ADPE,2/6/2010,2950,93.31313131,
2009-10,COPA,ADPE,2/6/2010,2450,93.31313131,
2009-10,COPA,ADPE,2/6/2010,3600,93.31313131,
2009-10,COPA,ADPE,2/6/2010,2950,93.31313131,
2009-10,COPA,ADPE,2/6/2010,2700,93.31313131,
2009-10,COPA,ADPE,2/6/2010,3300,93.31313131,
2009-10,COPA,ADPE,2/6/2010,3250,93.31313131,
2009-10,COPA,ADPE,2/6/2010,2800,93.31313131,
2009-10,COPA,ADPE,2/6/2010,3000,93.31313131,
2009-10,COPA,ADPE,2/6/2010,2750,93.31313131,
2009-10,COPA,ADPE,2/6/2010,3400,93.31313131,
2009-10,COPA,ADPE,2/6/2010,3500,93.31313131,
2009-10,COPA,ADPE,2/6/2010,3300,93.31313131,
2009-10,COPA,ADPE,2/6/2010,3200,93.31313131,
2009-10,COPA,ADPE,2/6/2010,2250,93.31313131,
2009-10,COPA,ADPE,2/6/2010,2275,93.31313131,
2009-10,COPA,ADPE,2/7/2010,1900,94.31313131,
2009-10,COPA,ADPE,2/7/2010,1800,94.31313131,
2009-10,COPA,ADPE,2/7/2010,2400,94.31313131,
2009-10,COPA,ADPE,2/7/2010,3575,94.31313131,
2009-10,COPA,ADPE,2/7/2010,3150,94.31313131,
2009-10,COPA,ADPE,2/7/2010,1875,94.31313131,
2009-10,COPA,ADPE,2/7/2010,3500,94.31313131,
2009-10,COPA,ADPE,2/7/2010,2750,94.31313131,
2009-10,COPA,ADPE,2/7/2010,2575,94.31313131,
2009-10,COPA,ADPE,2/7/2010,1900,94.31313131,
2009-10,COPA,ADPE,2/7/2010,3150,94.31313131,
2009-10,COPA,ADPE,2/7/2010,2050,94.31313131,
2009-10,COPA,ADPE,2/8/2010,3225,95.31313131,
2009-10,COPA,ADPE,2/8/2010,2350,95.31313131,
2009-10,COPA,ADPE,2/8/2010,3225,95.31313131,
2009-10,COPA,ADPE,2/8/2010,2350,95.31313131,
2009-10,COPA,ADPE,2/8/2010,2925,95.31313131,
2009-10,COPA,ADPE,2/8/2010,3200,95.31313131,
2009-10,COPA,ADPE,2/8/2010,2450,95.31313131,
2009-10,COPA,ADPE,2/8/2010,2475,95.31313131,
2010-11,COPA,ADPE,1/23/2011,2900,86.72,
2010-11,COPA,ADPE,1/23/2011,3400,86.72,
2010-11,COPA,ADPE,1/23/2011,3250,86.72,
2010-11,COPA,ADPE,1/23/2011,3050,86.72,
2010-11,COPA,ADPE,1/23/2011,2950,86.72,
2010-11,COPA,ADPE,1/23/2011,3450,86.72,
2010-11,COPA,ADPE,1/23/2011,3200,86.72,
2010-11,COPA,ADPE,1/23/2011,3350,86.72,
2010-11,COPA,ADPE,1/23/2011,3100,86.72,
2010-11,COPA,ADPE,1/23/2011,3300,86.72,
2010-11,COPA,ADPE,1/23/2011,3500,86.72,
2010-11,COPA,ADPE,1/24/2011,3550,87.72,
2010-11,COPA,ADPE,1/24/2011,3050,87.72,
2010-11,COPA,ADPE,1/24/2011,3450,87.72,
2010-11,COPA,ADPE,1/24/2011,3550,87.72,
2010-11,COPA,ADPE,1/24/2011,3250,87.72,
2010-11,COPA,ADPE,1/24/2011,3250,87.72,
2010-11,COPA,ADPE,1/24/2011,3500,87.72,
2010-11,COPA,ADPE,1/24/2011,3850,87.72,
2010-11,COPA,ADPE,1/24/2011,3000,87.72,
2010-11,COPA,ADPE,1/24/2011,3700,87.72,
2010-11,COPA,ADPE,1/24/2011,3400,87.72,
2010-11,COPA,ADPE,1/24/2011,2900,87.72,
2010-11,COPA,ADPE,1/24/2011,3250,87.72,
2010-11,COPA,ADPE,1/24/2011,3150,87.72,
2010-11,COPA,ADPE,1/24/2011,3600,87.72,
2010-11,COPA,ADPE,1/24/2011,2900,87.72,
2010-11,COPA,ADPE,1/24/2011,3400,87.72,
2010-11,COPA,ADPE,1/24/2011,3000,87.72,
2010-11,COPA,ADPE,1/24/2011,3200,87.72,
2010-11,COPA,ADPE,1/24/2011,3350,87.72,
2010-11,COPA,ADPE,1/24/2011,3950,87.72,
2010-11,COPA,ADPE,1/24/2011,3250,87.72,
2010-11,COPA,ADPE,1/24/2011,3300,87.72,
2010-11,COPA,ADPE,1/24/2011,3000,87.72,
2010-11,COPA,ADPE,1/24/2011,3050,87.72,
2010-11,COPA,ADPE,1/24/2011,3100,87.72,
2010-11,COPA,ADPE,1/24/2011,2950,87.72,
2010-11,COPA,ADPE,1/24/2011,3400,87.72,
2010-11,COPA,ADPE,1/25/2011,2850,88.72,
2010-11,COPA,ADPE,1/25/2011,3550,88.72,
2010-11,COPA,ADPE,1/25/2011,3400,88.72,
2010-11,COPA,ADPE,1/25/2011,3450,88.72,
2010-11,COPA,ADPE,1/25/2011,3850,88.72,
2010-11,COPA,ADPE,1/25/2011,3650,88.72,
2010-11,COPA,ADPE,1/25/2011,3450,88.72,
2010-11,COPA,ADPE,1/25/2011,3750,88.72,
2010-11,COPA,ADPE,1/25/2011,3550,88.72,
2010-11,COPA,ADPE,1/25/2011,3200,88.72,
2010-11,COPA,ADPE,1/25/2011,3100,88.72,
2010-11,COPA,ADPE,1/25/2011,3000,88.72,
2010-11,COPA,ADPE,1/25/2011,3850,88.72,
2010-11,COPA,ADPE,1/25/2011,3300,88.72,
2010-11,COPA,ADPE,1/25/2011,3400,88.72,
2010-11,COPA,ADPE,1/25/2011,3600,88.72,
2010-11,COPA,ADPE,1/25/2011,3400,88.72,
2010-11,COPA,ADPE,1/25/2011,3000,88.72,
2010-11,COPA,ADPE,1/25/2011,3100,88.72,
2010-11,COPA,ADPE,1/25/2011,3800,88.72,
2010-11,COPA,ADPE,1/25/2011,3200,88.72,
2010-11,COPA,ADPE,1/26/2011,2900,89.72,
2010-11,COPA,ADPE,1/26/2011,3700,89.72,
2010-11,COPA,ADPE,1/26/2011,3050,89.72,
2010-11,COPA,ADPE,1/26/2011,3200,89.72,
2010-11,COPA,ADPE,1/26/2011,3450,89.72,
2010-11,COPA,ADPE,1/26/2011,3200,89.72,
2010-11,COPA,ADPE,1/26/2011,3200,89.72,
2010-11,COPA,ADPE,1/26/2011,3500,89.72,
2010-11,COPA,ADPE,1/26/2011,3550,89.72,
2010-11,COPA,ADPE,1/26/2011,3200,89.72,
2010-11,COPA,ADPE,1/26/2011,3300,89.72,
2010-11,COPA,ADPE,1/26/2011,2900,89.72,
2010-11,COPA,ADPE,1/26/2011,2950,89.72,
2010-11,COPA,ADPE,1/26/2011,3150,89.72,
2010-11,COPA,ADPE,1/26/2011,3550,89.72,
2010-11,COPA,ADPE,1/26/2011,3450,89.72,
2010-11,COPA,ADPE,1/26/2011,3250,89.72,
2010-11,COPA,ADPE,1/26/2011,3450,89.72,
2010-11,COPA,ADPE,1/26/2011,3600,89.72,
2010-11,COPA,ADPE,1/26/2011,3800,89.72,
2010-11,COPA,ADPE,1/26/2011,3350,89.72,
2010-11,COPA,ADPE,1/26/2011,3050,89.72,
2010-11,COPA,ADPE,1/26/2011,3400,89.72,
2010-11,COPA,ADPE,1/26/2011,3950,89.72,
2010-11,COPA,ADPE,1/26/2011,3300,89.72,
2010-11,COPA,ADPE,1/26/2011,3000,89.72,
2010-11,COPA,ADPE,1/26/2011,3250,89.72,
2010-11,COPA,ADPE,1/26/2011,3800,89.72,
2010-11,COPA,ADPE,1/26/2011,3700,89.72,
2010-11,COPA,ADPE,1/26/2011,3600,89.72,
2010-11,COPA,ADPE,1/26/2011,3500,89.72,
2010-11,COPA,ADPE,1/26/2011,3950,89.72,
2010-11,COPA,ADPE,1/26/2011,3200,89.72,
2010-11,COPA,ADPE,1/26/2011,3500,89.72,
2010-11,COPA,ADPE,1/26/2011,3150,89.72,
2010-11,COPA,ADPE,1/26/2011,3000,89.72,
2010-11,COPA,ADPE,1/26/2011,3050,89.72,
2010-11,COPA,ADPE,1/26/2011,3600,89.72,
2010-11,COPA,ADPE,1/26/2011,2800,89.72,
2010-11,COPA,ADPE,1/26/2011,3300,89.72,
2010-11,COPA,ADPE,1/26/2011,3100,89.72,
2010-11,COPA,ADPE,1/26/2011,3600,89.72,
2010-11,COPA,ADPE,1/26/2011,3350,89.72,
2010-11,COPA,ADPE,1/26/2011,3500,89.72,
2010-11,COPA,ADPE,1/26/2011,3250,89.72,
2010-11,COPA,ADPE,1/26/2011,3250,89.72,
2010-11,COPA,ADPE,1/26/2011,3150,89.72,
2010-11,COPA,ADPE,1/26/2011,3100,89.72,
2010-11,COPA,ADPE,1/26/2011,3850,89.72,
2010-11,COPA,ADPE,1/26/2011,3750,89.72,
2010-11,COPA,ADPE,1/26/2011,3200,89.72,
2010-11,COPA,ADPE,1/26/2011,2800,89.72,
2010-11,COPA,ADPE,1/27/2011,3300,90.72,
2010-11,COPA,ADPE,1/27/2011,3350,90.72,
2010-11,COPA,ADPE,1/27/2011,3200,90.72,
2010-11,COPA,ADPE,1/27/2011,3950,90.72,
2010-11,COPA,ADPE,1/27/2011,3300,90.72,
2010-11,COPA,ADPE,1/27/2011,3450,90.72,
2010-11,COPA,ADPE,1/27/2011,3400,90.72,
2010-11,COPA,ADPE,1/27/2011,3200,90.72,
2010-11,COPA,ADPE,1/27/2011,3100,90.72,
2010-11,COPA,ADPE,1/27/2011,3100,90.72,
2010-11,COPA,ADPE,1/27/2011,3350,90.72,
2010-11,COPA,ADPE,1/27/2011,3400,90.72,
2010-11,COPA,ADPE,1/27/2011,2850,90.72,
2010-11,COPA,ADPE,1/27/2011,2900,90.72,
2010-11,COPA,ADPE,1/27/2011,3000,90.72,
2010-11,COPA,ADPE,1/27/2011,3200,90.72,
2010-11,COPA,ADPE,1/27/2011,3450,90.72,
2010-11,COPA,ADPE,1/27/2011,2650,90.72,
2010-11,COPA,ADPE,1/27/2011,3600,90.72,
2010-11,COPA,ADPE,1/27/2011,3350,90.72,
2010-11,COPA,ADPE,1/27/2011,3350,90.72,
2010-11,COPA,ADPE,1/27/2011,3250,90.72,
2010-11,COPA,ADPE,1/27/2011,3350,90.72,
2010-11,COPA,ADPE,1/27/2011,3200,90.72,
2010-11,COPA,ADPE,1/27/2011,3700,90.72,
2010-11,COPA,ADPE,1/27/2011,3600,90.72,
2010-11,COPA,ADPE,1/28/2011,3450,91.72,
2010-11,COPA,ADPE,1/28/2011,3450,91.72,
2010-11,COPA,ADPE,1/28/2011,3150,91.72,
2010-11,COPA,ADPE,1/28/2011,3700,91.72,
2010-11,COPA,ADPE,1/28/2011,3425,91.72,
2010-11,COPA,ADPE,1/28/2011,3550,91.72,
2010-11,COPA,ADPE,1/28/2011,4000,91.72,
2010-11,COPA,ADPE,1/28/2011,3300,91.72,
2010-11,COPA,ADPE,1/30/2011,3200,93.72,
2010-11,COPA,ADPE,1/30/2011,3250,93.72,
2010-11,COPA,ADPE,1/30/2011,3075,93.72,
2010-11,COPA,ADPE,1/30/2011,3475,93.72,
2010-11,COPA,ADPE,1/30/2011,2800,93.72,
2010-11,COPA,ADPE,1/30/2011,3300,93.72,
2010-11,COPA,ADPE,1/30/2011,3950,93.72,
2011-12,COPA,ADPE,1/22/2012,3350,85.1372549,
2011-12,COPA,ADPE,1/22/2012,3250,85.1372549,
2011-12,COPA,ADPE,1/22/2012,3050,85.1372549,
2011-12,COPA,ADPE,1/22/2012,3350,85.1372549,
2011-12,COPA,ADPE,1/22/2012,3650,85.1372549,
2011-12,COPA,ADPE,1/22/2012,3350,85.1372549,
2011-12,COPA,ADPE,1/23/2012,3300,86.1372549,
2011-12,COPA,ADPE,1/23/2012,3250,86.1372549,
2011-12,COPA,ADPE,1/23/2012,2650,86.1372549,
2011-12,COPA,ADPE,1/23/2012,3700,86.1372549,
2011-12,COPA,ADPE,1/23/2012,3500,86.1372549,
2011-12,COPA,ADPE,1/23/2012,3450,86.1372549,
2011-12,COPA,ADPE,1/23/2012,3350,86.1372549,
2011-12,COPA,ADPE,1/23/2012,3450,86.1372549,
2011-12,COPA,ADPE,1/23/2012,2950,86.1372549,
2011-12,COPA,ADPE,1/23/2012,3100,86.1372549,
2011-12,COPA,ADPE,1/23/2012,3550,86.1372549,
2011-12,COPA,ADPE,1/23/2012,3150,86.1372549,
2011-12,COPA,ADPE,1/23/2012,3550,86.1372549,
2011-12,COPA,ADPE,1/23/2012,3400,86.1372549,
2011-12,COPA,ADPE,1/24/2012,3600,87.1372549,
2011-12,COPA,ADPE,1/24/2012,3500,87.1372549,
2011-12,COPA,ADPE,1/24/2012,3150,87.1372549,
2011-12,COPA,ADPE,1/24/2012,4000,87.1372549,
2011-12,COPA,ADPE,1/24/2012,3450,87.1372549,
2011-12,COPA,ADPE,1/24/2012,3000,87.1372549,
2011-12,COPA,ADPE,1/24/2012,3450,87.1372549,
2011-12,COPA,ADPE,1/24/2012,3100,87.1372549,
2011-12,COPA,ADPE,1/24/2012,3600,87.1372549,
2011-12,COPA,ADPE,1/24/2012,3400,87.1372549,
2011-12,COPA,ADPE,1/24/2012,3550,87.1372549,
2011-12,COPA,ADPE,1/24/2012,3100,87.1372549,
2011-12,COPA,ADPE,1/24/2012,3350,87.1372549,
2011-12,COPA,ADPE,1/24/2012,3600,87.1372549,
2011-12,COPA,ADPE,1/24/2012,3250,87.1372549,
2011-12,COPA,ADPE,1/24/2012,3150,87.1372549,
2011-12,COPA,ADPE,1/24/2012,3850,87.1372549,
2011-12,COPA,ADPE,1/24/2012,3600,87.1372549,
2011-12,COPA,ADPE,1/24/2012,3250,87.1372549,
2011-12,COPA,ADPE,1/24/2012,3400,87.1372549,
2011-12,COPA,ADPE,1/24/2012,3550,87.1372549,
2011-12,COPA,ADPE,1/24/2012,3450,87.1372549,
2011-12,COPA,ADPE,1/24/2012,3200,87.1372549,
2011-12,COPA,ADPE,1/24/2012,3450,87.1372549,
2011-12,COPA,ADPE,1/24/2012,3200,87.1372549,
2011-12,COPA,ADPE,1/24/2012,3250,87.1372549,
2011-12,COPA,ADPE,1/24/2012,3400,87.1372549,
2011-12,COPA,ADPE,1/24/2012,3300,87.1372549,
2011-12,COPA,ADPE,1/24/2012,3075,87.1372549,
2011-12,COPA,ADPE,1/24/2012,3025,87.1372549,
2011-12,COPA,ADPE,1/25/2012,3300,88.1372549,
2011-12,COPA,ADPE,1/25/2012,3600,88.1372549,
2011-12,COPA,ADPE,1/25/2012,3400,88.1372549,
2011-12,COPA,ADPE,1/25/2012,3375,88.1372549,
2011-12,COPA,ADPE,1/25/2012,3350,88.1372549,
2011-12,COPA,ADPE,1/25/2012,3400,88.1372549,
