YEAR,PROJECT,SPECIES,DATE,E1_WT,E1_VOL,E2_WT,E2_VOL
1988-89,COPA,ADPE,11/1/1988,123,112.1190912,112,100.1897411
1988-89,COPA,ADPE,11/2/1988,132,118.8429097,113,99.22137293
1988-89,COPA,ADPE,11/2/1988,129,117.5278331,125,109.0558484
1988-89,COPA,ADPE,11/2/1988,104,98.71894989,102,94.3464448
1988-89,COPA,ADPE,11/2/1988,127,113.297216,123,112.0533402
1988-89,COPA,ADPE,11/14/1988,111,106.7688576,108,102.84032
1988-89,COPA,ADPE,11/2/1988,131,118.3554913,130,118.3455314
1988-89,COPA,ADPE,11/1/1988,123,107.5512038,116,102.3052513
1988-89,COPA,ADPE,11/2/1988,102,94.20264448,93,86.84228198
1988-89,COPA,ADPE,11/3/1989,125,113.2771133,106,93.99238093
1988-89,COPA,ADPE,11/14/1988,103,98.88056064,54,49.14911642
1988-89,COPA,ADPE,11/14/1988,140,129.7962552,126,119.3541581
1988-89,COPA,ADPE,10/31/1989,146,127.4813563,134,120.8414228
1988-89,COPA,ADPE,10/31/1989,110,102.7840056,105,98.6175191
1988-89,COPA,ADPE,11/4/1989,106,98.69808845,95,89.30755994
1988-89,COPA,ADPE,11/4/1989,130,120.6072115,126,115.8800671
1988-89,COPA,ADPE,10/31/1989,106,93.9149824,99,75.61539994
1988-89,COPA,ADPE,10/31/1989,123,114.4347279,120,111.9116943
1988-89,COPA,ADPE,10/31/1989,90,102.7300393,82,97.52327782
1988-89,COPA,ADPE,11/7/1989,148,127.7595484,134,117.3369047
1988-89,COPA,ADPE,10/31/1989,123,107.9262351,114,101.9724431
1988-89,COPA,ADPE,11/7/1989,118,127.3843584,106,117.5208264
1988-89,COPA,ADPE,11/5/1989,80,101.117568,73,95.31521434
1988-89,COPA,ADPE,11/5/1989,86,98.18446234,62,85.47134208
1988-89,COPA,ADPE,11/4/1989,105,120.5563699,100,117.7679913
1988-89,COPA,ADPE,10/31/1989,120,104.2136433,114,102.4865121
1988-89,COPA,ADPE,11/2/1988,124,109.6844124,121,105.5412992
1988-89,COPA,ADPE,11/2/1988,98,111.04896,86,100.6133576
1988-89,COPA,ADPE,11/2/1988,129,108.6613632,118,103.6313068
1988-89,COPA,ADPE,10/31/1989,143,128.7680072,140,122.7313316
1988-89,COPA,ADPE,11/2/1988,112,100.9075487,102,89.77489101
1988-89,COPA,ADPE,11/2/1988,134,118.1885583,130,114.6373407
1988-89,COPA,ADPE,10/31/1989,123,107.4784804,119,116.3040768
1988-89,COPA,ADPE,11/2/1988,143,129.1389481,132,116.5350016
1988-89,COPA,ADPE,11/2/1988,120,104.3825746,112,96.07419494
1988-89,COPA,ADPE,10/31/1989,116,102.9037373,114,117.8345226
1988-89,COPA,ADPE,10/31/1989,136,121.7673216,124,107.0962145
1989-90,COPA,ADPE,12/2/1989,102,89.8964224,96,92.79408947
1989-90,COPA,ADPE,12/2/1989,101,96.29026202,100,93.7271296
1989-90,COPA,ADPE,12/2/1989,104,96.61083238,98,92.045312
1989-90,COPA,ADPE,12/2/1989,114,111.6021187,112,106.0634624
1989-90,COPA,ADPE,12/2/1989,105,100.1334963,104,100.5880136
1989-90,COPA,ADPE,12/2/1989,102,89.97322752,96,90.9237289
1989-90,COPA,ADPE,12/2/1989,98,95.15985408,94,88.95843533
1989-90,COPA,ADPE,12/2/1989,106,96.47565005,42,35.87155098
1989-90,COPA,ADPE,11/28/1989,100,91.0966784,98,88.21189888
1989-90,COPA,ADPE,11/28/1989,124,115.1629804,124,113.222016
1989-90,COPA,ADPE,11/28/1989,104,92.75439514,100,93.19619021
1989-90,COPA,ADPE,11/28/1989,98,92.8839168,98,89.2419584
1989-90,COPA,ADPE,11/28/1989,118,107.4844385,115,103.2601472
1989-90,COPA,ADPE,11/28/1989,102,90.4044544,90,92.57096653
1989-90,COPA,ADPE,11/28/1989,116,104.781248,108,98.11610112
1989-90,COPA,ADPE,11/28/1989,120,106.4519931,120,106.0728668
1989-90,COPA,ADPE,11/28/1989,116,101.4800384,104,89.21854771
1989-90,COPA,ADPE,11/28/1989,114,102.5036652,108,95.06080973
1989-90,COPA,ADPE,11/28/1989,110,99.78114765,109,99.2536791
1989-90,COPA,ADPE,11/28/1989,103,90.91188736,98,88.66058342
1989-90,COPA,ADPE,11/28/1989,103,88.20102758,98,86.62010522
1989-90,COPA,ADPE,11/28/1989,103,90.46274867,100,88.31526502
1989-90,COPA,ADPE,11/28/1989,103,95.56898918,96,87.05536819
1989-90,COPA,ADPE,11/28/1989,84,79.31953152,84,77.5695872
1989-90,COPA,ADPE,11/28/1989,105,94.6878464,97,87.99775949
1989-90,COPA,ADPE,11/28/1989,106,97.0498048,104,92.65279795
1989-90,COPA,ADPE,11/28/1989,106,91.88175053,98,87.4934784
1989-90,COPA,ADPE,11/28/1989,104,92.8964608,100,89.42793523
1989-90,COPA,ADPE,12/2/1989,106,100.9262592,102,93.90938522
1989-90,COPA,ADPE,12/2/1989,94,86.48745574,91,87.3151488
1989-90,COPA,ADPE,12/2/1989,102,92.57472,96,87.5826432
1989-90,COPA,ADPE,12/2/1989,89,83.9583104,81,81.17858304
1989-90,COPA,ADPE,12/2/1989,104,94.22694298,98,91.5364905
1989-90,COPA,ADPE,12/2/1989,96,84.17569536,94,83.24242432
1989-90,COPA,ADPE,10/25/1989,109,94.62349824,100,99.1606784
1989-90,COPA,ADPE,10/25/1989,107,96.34758656,99,88.6099968
1989-90,COPA,ADPE,10/25/1989,119,106.2689695,114,101.91104
1989-90,COPA,ADPE,10/25/1989,120,104.9755438,105,90.38219674
1989-90,COPA,ADPE,10/28/1989,128,112.2886656,125,111.7272453
1989-90,COPA,ADPE,10/28/1989,115,99.05268326,109,97.84472371
1989-90,COPA,ADPE,10/28/1989,117,102.9273498,112,98.02410957
1989-90,COPA,ADPE,10/28/1989,128,116.7838577,125,113.0284155
1989-90,COPA,ADPE,10/28/1989,130,114.1181727,122,107.9364649
1989-90,COPA,ADPE,10/28/1989,114,101.7393792,111,96.89414861
1989-90,COPA,ADPE,10/28/1989,129,110.1419643,126,105.7038336
1989-90,COPA,ADPE,10/28/1989,133,112.0343685,121,109.3432192
1989-90,COPA,ADPE,10/28/1989,115,101.131072,112,94.03095859
1989-90,COPA,ADPE,10/28/1989,113,95.77680077,110,96.79791514
1989-90,COPA,ADPE,10/28/1989,129,113.8016174,119,104.7690619
1989-90,COPA,ADPE,10/28/1989,121,103.5643008,121,103.5643008
1989-90,COPA,ADPE,11/2/1989,121,108.57088,111,95.34303027
1989-90,COPA,ADPE,11/2/1989,131,116.0184294,107,92.15082598
1989-90,COPA,ADPE,11/2/1989,116,101.523456,112,98.9853696
1989-90,COPA,ADPE,11/2/1989,128,108.1130025,117,98.55401984
1989-90,COPA,ADPE,11/2/1989,117,91.22157363,114,98.11273318
1989-90,COPA,ADPE,11/2/1989,127,107.8678011,127,103.0561597
1989-90,COPA,ADPE,11/2/1989,117,102.8804608,117,102.8804608
1989-90,COPA,ADPE,11/2/1989,119,105.1066368,119,100.5493432
1989-90,COPA,ADPE,11/2/1989,124,106.2177751,118,102.59424
1990-91,COPA,ADPE,11/15/1990,128,115.5386455,122,109.5933363
1990-91,COPA,ADPE,11/7/1990,133,121.174677,122,109.34528
1990-91,COPA,ADPE,11/7/1990,123,113.4171064,114,103.8623293
1990-91,COPA,ADPE,11/7/1990,117,103.7943844,109,99.73545574
1990-91,COPA,ADPE,11/7/1990,126,109.8446766,118,104.1726054
1990-91,COPA,ADPE,11/7/1990,123,110.3848166,98,88.90647808
1990-91,COPA,ADPE,11/7/1990,149,130.0126464,132,117.6106435
1990-91,COPA,ADPE,11/7/1990,117,104.5538406,109,98.3881728
1990-91,COPA,ADPE,11/7/1990,121,112.3260826,109,102.9315548
1990-91,COPA,ADPE,11/7/1990,110,98.51669504,109,98.0895744
1990-91,COPA,ADPE,11/7/1990,98,86.57043456,85,76.48477798
1990-91,COPA,ADPE,11/7/1990,124,110.5538688,120,106.9974098
1990-91,COPA,ADPE,11/7/1990,122,110.1558354,NA,NA
1990-91,COPA,ADPE,11/7/1990,124,111.2558223,NA,NA
1990-91,COPA,ADPE,11/7/1990,113,97.98600909,106,92.81202586
1990-91,COPA,ADPE,11/7/1990,120,109.5668777,112,99.78633677
1990-91,COPA,ADPE,11/7/1990,115,101.4358016,108,96.7913984
1990-91,COPA,ADPE,11/7/1990,118,110.7392,NA,NA
1990-91,COPA,ADPE,11/7/1990,112,106.002432,108,96.72104346
1990-91,COPA,ADPE,11/7/1990,139,122.8048384,124,110.6127913
1990-91,COPA,ADPE,11/7/1990,NA,NA,113,100.2186112
1990-91,COPA,ADPE,11/7/1990,112,99.19933338,107,94.97376
1990-91,COPA,ADPE,11/7/1990,102,101.3035126,102,101.1087053
1990-91,COPA,ADPE,11/7/1990,115,105.374442,106,96.1125376
1990-91,COPA,ADPE,11/7/1990,101,94.27677542,NA,NA
1990-91,COPA,ADPE,11/7/1990,111,106.9418972,107,94.9542912
1990-91,COPA,ADPE,11/7/1990,NA,NA,108,98.17285632
1990-91,COPA,ADPE,11/15/1990,108,97.97390387,98,90.84566938
1990-91,COPA,ADPE,11/15/1990,114,103.7554176,96,86.74748006
1990-91,COPA,ADPE,11/15/1990,133,127.7222804,122,114.5685151
1990-91,COPA,ADPE,11/15/1990,111,100.9232097,108,97.06143744
1990-91,COPA,ADPE,11/15/1990,120,111.7939845,NA,NA
