
Iterations = 1000025:1125000
Thinning interval = 25 
Number of chains = 3 
Sample size per chain = 5000 

1. Empirical mean and standard deviation for each variable,
   plus standard error of the mean:

             Mean        SD  Naive SE Time-series SE
hr[145] 1.071e-04 1.071e-04 1.071e-04 1.071e-04 1.071e-04
hr[146] 1.505e-03 1.505e-03 1.505e-03 1.505e-03 1.505e-03
hr[147] 1.855e-04 1.855e-04 1.855e-04 1.855e-04 1.855e-04
hr[148] 3.108e-05 3.108e-05 3.108e-05 3.108e-05 3.108e-05
hr[149] 9.151e-05 2.988e-04 5.475e-04 1.013e-03 3.261e-03
hr[150] 2.618e-03 8.237e-03 1.519e-02 2.753e-02 9.110e-02
hr[151] 3.333e-03 1.098e-02 2.022e-02 3.748e-02 1.308e-01
hr[152] 5.551e-05 1.787e-04 3.232e-04 5.933e-04 1.826e-03
hr[153] 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
hr[154] 1.362e-02 1.362e-02 1.362e-02 1.362e-02 1.362e-02
hr[155] 7.457e-03 7.457e-03 7.457e-03 7.457e-03 7.457e-03
hr[156] 4.861e-03 4.861e-03 4.861e-03 4.861e-03 4.861e-03
hr[157] 1.092e-04 1.092e-04 1.092e-04 1.092e-04 1.092e-04
hr[158] 3.729e-03 3.729e-03 3.729e-03 3.729e-03 3.729e-03
hr[159] 9.231e-03 9.231e-03 9.231e-03 9.231e-03 9.231e-03
hr[160] 4.557e-04 4.557e-04 4.557e-04 4.557e-04 4.557e-04
hr[161] 6.950e-04 6.950e-04 6.950e-04 6.950e-04 6.950e-04
hr[162] 9.100e-04 9.100e-04 9.100e-04 9.100e-04 9.100e-04
hr[163] 1.071e-04 1.071e-04 1.071e-04 1.071e-04 1.071e-04
hr[164] 1.505e-03 1.505e-03 1.505e-03 1.505e-03 1.505e-03
hr[165] 1.855e-04 1.855e-04 1.855e-04 1.855e-04 1.855e-04
hr[166] 3.108e-05 3.108e-05 3.108e-05 3.108e-05 3.108e-05
hr[167] 9.468e-05 2.992e-04 5.490e-04 1.000e-03 3.129e-03
hr[168] 2.598e-03 8.212e-03 1.505e-02 2.727e-02 8.655e-02
hr[169] 3.366e-03 1.089e-02 2.000e-02 3.689e-02 1.146e-01
hr[170] 5.492e-05 1.754e-04 3.234e-04 5.927e-04 1.927e-03
hr[171] 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
hr[172] 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
hr[173] 2.863e-04 2.863e-04 2.863e-04 2.863e-04 2.863e-04
hr[174] 1.224e-05 1.224e-05 1.224e-05 1.224e-05 1.224e-05
hr[175] 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
hr[176] 1.586e-02 1.586e-02 1.586e-02 1.586e-02 1.586e-02
hr[177] 1.746e-04 1.746e-04 1.746e-04 1.746e-04 1.746e-04
hr[178] 3.225e-04 9.877e-04 1.809e-03 3.300e-03 1.038e-02
hr[179] 1.107e-03 3.540e-03 6.404e-03 1.179e-02 3.776e-02
hr[180] 3.469e-03 3.469e-03 3.469e-03 3.469e-03 3.469e-03
hr[181] 1.362e-02 1.362e-02 1.362e-02 1.362e-02 1.362e-02
hr[182] 7.457e-03 7.457e-03 7.457e-03 7.457e-03 7.457e-03
hr[183] 4.861e-03 4.861e-03 4.861e-03 4.861e-03 4.861e-03
hr[184] 1.092e-04 1.092e-04 1.092e-04 1.092e-04 1.092e-04
hr[185] 3.729e-03 3.729e-03 3.729e-03 3.729e-03 3.729e-03
hr[186] 9.231e-03 9.231e-03 9.231e-03 9.231e-03 9.231e-03
hr[187] 4.557e-04 4.557e-04 4.557e-04 4.557e-04 4.557e-04
hr[188] 6.950e-04 6.950e-04 6.950e-04 6.950e-04 6.950e-04
hr[189] 9.100e-04 9.100e-04 9.100e-04 9.100e-04 9.100e-04
hr[190] 1.071e-04 1.071e-04 1.071e-04 1.071e-04 1.071e-04
hr[191] 1.505e-03 1.505e-03 1.505e-03 1.505e-03 1.505e-03
hr[192] 1.855e-04 1.855e-04 1.855e-04 1.855e-04 1.855e-04
hr[193] 3.108e-05 3.108e-05 3.108e-05 3.108e-05 3.108e-05
hr[194] 9.485e-05 3.012e-04 5.456e-04 1.001e-03 3.209e-03
hr[195] 2.466e-03 7.951e-03 1.486e-02 2.725e-02 8.672e-02
hr[196] 3.348e-03 1.083e-02 2.020e-02 3.742e-02 1.280e-01
hr[197] 5.301e-05 1.735e-04 3.216e-04 5.912e-04 1.878e-03
hr[198] 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
hr[199] 1.746e-04 1.746e-04 1.746e-04 1.746e-04 1.746e-04
hr[200] 3.141e-04 9.843e-04 1.819e-03 3.287e-03 1.068e-02
 [ reached 'max' / getOption("max.print") -- omitted 17 rows ]

